"","estc_ids","title_1","title_2","pub_year","work_id"
"14","R208002","['Thomas Campanella an Italian friar and second Machiavel. His advice to the King of Spain for attaining the universal monarchy of the world.']","['Particularly concerning England, Scotland and Ireland, how to raise division between king and Parliament, to alter the government fro a kingdome to a commonwealth. Thereby embroiling England in civil war to divert the English from disturbing the Spaniard in bringing the Indian treasure into Spain. Also for reducing Holland by procuring war betwixt England, Holland, and other sea-faring countries, affirming as most certain, that if the King of Spain become master of England and the Low Countries, he will quickly be sole monarch of all Europe, and the greatest part of the new world. Translated into English by Ed. Chilmead, and published for awakening the English to prevent the approaching ruine of their nation. With an admonitorie preface by William Prynne of Lincolnes-Inne, Esquire.']",1660,"4295-de monarchia hispanica discursus"
"15","R6379","['A Christian family builded by God,']","['directing all governours of families how to act. 1. Gods timber and framing. 2. Gods foundation and upper building. 3. Gods finishing. 4. Gods furnishing. The sum whereof is shewed after the epistle. By Robert Abbott, Pastour of the Church of God at Austines, near Pauls gate in Watling-street in London.']",1653,"90691-a christian family builded by god directing all governours of families how to act"
"16","R469123","['The vvay to life and death.']","['Laid down in a sermon in the year, 1629. before the Lord Major of London then being. By N. Waker M.A. late minister of Jesus Christ at Lawndon in Buckinghamshire. Now published for the seasonablenesse of the advice therein given, touching the five controverted points, viz. predestination, general redemption, freewill, conversion, and perseverance of the siants. Directing therein a safe way for the practice of private Christians, as confessed by the disputants on both sides.']",1655,"44489-vvay to life and death laid down in sermon in year 1629"
"17","R20910","['The temple.']","['Sacred poems, and private ejaculations. By Mr. George Herbert, late Oratour of the University of Cambridge.']",1660,"869-temple"
"18","R225442","['Arithmetique made easie,']","['the second book: containing a perfect method for the true knowledge, and practice of artificial arithmetique sic performed by logarithms: and resolving all arithmeticall questions by addition and subtraction. Together with the construction and use of an instrument called the line of proportion, exhibiting the logarithm of any number under 100000. Unto which is also annexed an appendix, resolving likewise by addition and subtraction all questions, that concern equation of time, interest of money, and valuation of purchases, leases, annuities, and the like. By Edm. Wingate, esquire.']",1652,"736-arithmetique made easie"
"19","R222633","['Eshcol:']","['a cluster of the fruit of Canaan; brought to the borders, for the encouragement of the saints, travelling thitherward, with their faces towards Syon. Or, Rules of direction, for the walking of the saints in fellowship, according to the order of the Gospel. By John Owen, D.D.D.']",1655,"5516-eschol"
"20","R188177","['Gods appearing for the tribe of Levi:']","['improved in a sermon preached at st Pauls, Nov. 8. To the sons of ministers, then solemnly assembled. By Geo: Hall, minister at St. Botolph Aldersgate.']",1655,"25347-gods appearing for tribe of levi improved in sermon preached at st"
"21","R5798","['The temple.']","['Sacred poems, and private ejaculations. By Mr. George Herbert, late oratour of the University of Cambridge.']",1656,"869-temple"
"22","R231731","['The use of the rule of proportion in arithmetick and geometrie.']","['First published at Paris in the French-tongue, and dedicated to Monsieur, the then Kings onely brother (now Duke of Orleance) by Edm. Wingate, an English gent. And now translated into English by the same author. Whereinto is now also inserted the construction of the same rule, and a farther use thereof, in questions that concern astronomie, dialling, geographie, navigation, gaging of vessel, military orders, interest and annuities.']",1658,"54141-use of rule of proportion in arithmetique and geometrie first published at paris in french tongue"
"23","R234111","['Sacramental knowledge,']","['according to an ordinance of the Lords and Commons, Octob. 20. 1645. Drawn into questions and answers: (which answers in the bigger character are the ordinance it self in the words of it. With an addition of scripture-proofs: and some brief direction for self-examination. By Robert Austin, Doctor in Divinity, pastor of the church of Allington in Kent, for the use of his flock, and the benefit of such other people as stand in need of the like help.']",1658,"17649-sacramental knowledge according to ordinance of lords and commons octob"
"24","R234416","['Tractatus de simplicium medicamentorum facultatibus. A treatise of the nature and qualities of such simples as are most frequently used in medicines,']","['both purging, and others. Methodically handled, for the benefit of those that understand not the Latine tongue. To which is added: many compound medicines for most diseases incident to mankinde: as also two alphabeticall tables, very necessary for the reader. Together with, the explanation of all hard words or termes of art, whereby the vulgar may the better understand it. By Robert Pemel, practitioner in physick, at Cranebrooke in Kent.']",1652,"19017-tractatus de simplicium medicamentorum facultatibus"
"25","R209419","['Anthologia.']","['The life &amp; death of Mr Samuel Crook late pastor of Wrington in Sommerset-shire, who being dead, yet speaketh. By W.G. An eye and ear-witness of both.']",1651,NA
"26","R207219","['A discourse touching the Spanish monarchy.']","['Wherein vve have a political glasse, representing each particular country, province, kingdome, and empire of the world, with wayes of government by which they may be kept in obedience. As also, the causes of the rise and fall of each kingdom and empire. VVritten by Tho. Campanella. Newly translated into English, according to the third edition of this book in Latine.']",1653,"4295-de monarchia hispanica discursus"
"27","R36623","['The glory and interest of nations professing the Gospel.']","['Opened in a sermon preached at a private fast to the Commons assembled in Parliament· Published by their command. By John Owen, D.D.']",1659,"73906-glory and interest of nations professing gospel opened in sermon preached at private fast to commons assembled in parliament· published by their command"
"28","R209644","['Mr. Wingates arithmetick,']","['containing a perfect method for the knowledge and practice of common arithmetick. First composed by Edmund Wingate late of Grayes-Inne esquire. Afterwards enlarged at the request, and with the approbation of Mr. Wingate in his life time. And now in this third edition digested into a more familiar methode, and very much augmented as is more fully declared in the preface and table of contents. By John Kersey, teacher of the mathematicks, at the signe of the Globe in Shandois-Street in Covent Garden.']",1658,"736-arithmetique made easie"
"29","R206760","['Tractatus de simplicium medicamentorum facultatibus. A treatise of the nature and qualities of such simples as are most frequently used in medicines,']","['both purging, and others. Methodically handled, for the benefit of those that understand not the Latine tongue. To which is added: many compound medicines for most diseases incident to mankinde: as also two alphabeticall tables, very necessary for the reader. Together with, the explanation of all hard words or termes of art, whereby the vulgar may the better understand it. By Robert Pemel, practitioner in physick, at Cranebrooke in Kent. Licensed and enterd according to order.']",1652,"19017-tractatus de simplicium medicamentorum facultatibus"
"30","R202509","['Gods appearing for the tribe of Levi:']","['improved in a sermon preached at St. Pauls, Nov. 8. to the sons of ministers, then solemnly assembled. By Geo: Hall, minster at St. Botolph Aldersgate.']",1655,"25347-gods appearing for tribe of levi improved in sermon preached at st"
"31","R202510","['Gods appearing for the tribe of Levi:']","['improved in a sermon preached at St. Pauls, Nov. 8. to the sons of ministers, then solemnly assembled. By Geo: Hall, minster at St. Botolph Aldersgate.']",1655,"25347-gods appearing for tribe of levi improved in sermon preached at st"
"32","R206875","['The civil magistrates povver in matters of religion modestly debated,']","['impartially stated according to the bounds and grounds of Scripture, and answer returned to those objections against the same which seem to have any weight in them. Together with a brief answer to a certain slanderous pamphlet called Ill news from New-England; or, a narrative of New-Englands persecution. By John Clark of Road-Iland, physician. By Thomas Cobbet teacher of the church at Lynne in New-England. This treatise concerning the Christian magistrates power, and the exerting thereof, in and about matters of religion, written with much zeal and judgement by Mr. Cobbet of New-England, I doe allow to be printed, as being very profitable for these times. Feb. 7th. 1652. Obadiah Sedgwick.']",1653,"124126-civil magistrates povver in matters of religion modestly debated impartially stated according to bounds and grounds of scripture and answer returned to those objections against same which seem to have any weight in them"
"33","R15203","['A commentary, or, exposition upon the XII. Minor prophets.']","['Wherein the text is explained, some controversies are discussed, sundry cases of conscience are cleared, and many remarkable matters hinted, that had by former interpreters been pretermitted. Hereunto is added, A treatise called, The righteous mans recompence, or, A true Christian characterized and encouraged, out of Malachi chap. 3. Vers. 16, 17, 18. In all which diverse other texts of scripture, which occasionally occurre, are fully opened: and the whole so intermixed with pertinent histories, as will yeeld both pleasure and profit, to the judicious reader. By Iohn Trapp M.A. once of Christ-Church in Oxford, now Pastor of Weston upon Avon in Gloucester-shire. March 1th. 1652. Imprimatur Edm: Calamy.']",1654,"104065-a commentary or exposition upon xii minor prophets wherein text is explained some controversies are discussed sundry cases of conscience are cleared and many remarkable matters hinted that had by former interpreters been pretermitted"
"34","R207559","['Chorotheologon or two breife but usefull treatises,']","['the one touching the office and quality of the ministry of the gospell. The other of the nature and accidents of mixt dancing. In this later, the questions which concern the lawfullnesse or expediency of mixed dancing are professedly handled and resolved. By Joseph Bentham. Sometimes rector of the church of Broughton in Northampton Shire, now pastour of Neather Winchingdon, in the county of Bucks.']",1657,"116385-chorotheologon or two breife but usefull treatises one touching office and quality of ministry of gospell"
"35","R221035","['Vestibulum linguæ Latinæ. A dictionarie for children,']","['consisting of two parts: 1. English words of one syllable alphabetically with the Latine words annexed. 2. Words of more syllables derived from the Latine words adjoined. Containing near ten thousand words, besides thrice that number derived from, or known by them. Such who have lost what they learned at school may hereby find much help. Also those not brought up to the knowledge of the Latine tongue, may here find interpreted words often used in English books and sermons. The further use and method of this work is set forth in the preface. By Th. Willis of Thistleworth in Middlesex. Being the fruit of above forty years experience in teaching school.']",1651,"109955-vestibulum linguae latinae dictionarie for children consisting of two parts 1"
"36","R33047","['Ptōchopharmakon, seu Medicamen miseris, or, Pauperum pyxidicula salutifera.']","['Help for the poor, collected for the benefit of such as are not able to make use of physitians and chirurgions, or live remote from them. Also an appendix concerning letting bloud in the small pox. By Robert Pemel, physitian of Crane-brook in Kent.']",1653,"35551-ptochopharmakon seu medicamen miseris or pauperum pyxidicula salutifera help for poor collected for benefit of such as are not able to make use of physitians and chiurgians or live remote from them"
"37","R179168","['Satan deluding by feigned miracles.']","['Discovered by the notorious falsehood and dissimulation of Nicholas Ware, and Matthew Hall, contained in a book by them published, styled, The Gospel way confirmed by miracles. Bing the substance of the informations, and free confessions of Anne the wife of the above-named Matthew Hall, (formerly called Anne Wells) and others: taken before Brampton Gurdon Esq; Justice of the Peace in the County of Suffolk, and by his consent printed for publick satisfaction concerning the said book, and to stop the progresse of those decivers, now working in the west parts of England. Imprimatur, Edm: Calamy.']",1655,"194963-satan deluding by feigned miracles discovered by notorious falsehood and dissimulation of nicholas ware and matthew hall contained in book by them published styled gospel way confirmed by miracles"
"38","R207213","['Tractatus, de facultatibus simplicium,']","['the second part of the treatise of the nature and qualitie of such physical simples as are most frequently used in medicines. Methodically handled for the benefit of those that understand not the Latine tongue. To which is added many compound medicines for many diseases incident to manking; as also an alphabetical table at the latter end very necessary for the reader. By Robert Pemell practicioner of physick, at Cranebrooke in Kent.']",1653,"19017-tractatus de simplicium medicamentorum facultatibus"
"39","R209294","['Wisdoms conquest. Or, An explanation and grammaticall translation of the thirteenth book of Ovids Metamorphoses,']","['containing that curious and rhetoricall contest between Ajax and Vlysses, for Achilles armour; where is set forth to the life the power of valour, and the prevalence of eloquence. In it you shall have sentences both morall and divine, together with grammar, rhetorick, history, etymologies, criticisms, phrases, paraphrase, &amp;c. No knot or difficulty but is untied and cleered, and Homer himself in many places illustrated. Here you have the sum and substance of whatever is of worth (in reference to this story) in the annotations of Bersman, Sabin, Regius, Golding, Michyll, Placitus, Rhodiginus, Egnatius, Glarean, Longolius, Fanensis, Sandys, Farnaby.']",1651,"23-metamorphoses"
"40","R6381","['The young mans vvarning-piece: or, A sermon preached at the burial of William Rogers apothecary.']","['With an history of his sinful life and woful death. Together with a post-script of the use of examples. Dedicated to the young men of the parish, especially to his companious sic. By Robert Abbot, pastour of Austins in London.']",1657,"4740-yovng mans vvarning peece or sermon preached at buriall of william rogers apothecary with history of his sinfull life and wofull death"
"41","R2354","['The mystery of godlines, or, Godlinesse in a mystery. Or, The character of a saint, in seeming contradictions.']","['By I. C. the meanest labourer in Christs vineyard.']",1654,"148769-mystery of godlines or godlinesse in mystery or character of saint in seeming contradictions by i"
"42","R232070","['Index poeticus,']","['commonstrans descriptiones, comparationes, allusiones, ritus, locos communes, fabulas illustriores, &amp;c. quæ habentur apud poë̤tas veteres &amp; recentiores majorum &amp; minorum gentium.']",1658,"7947-index poeticus commonstrans descriptiones comparationes allusiones ritus locos communes fabulas illustriores andc"
"43","R42447","['The young mans vvarning-piece: or, A sermon preached at the burial of William Rogers apothecary.']","['With an history of his sinful life, and woful death. Together with A post-script of the use of examples. Dedicated to the young men of the parish, especially to his companions. By Robert Abbot, Pastour of Austines in London.']",1652,"4740-yovng mans vvarning peece or sermon preached at buriall of william rogers apothecary with history of his sinfull life and wofull death"
"44","R202625","['The active and publick spirit,']","['handled in a sermon, preached at Pauls, October 26th. 1656. By Thomas Jacomb, minister at Martins-Ludgate, London.']",1657,"75718-active and publick spirit handled in sermon preached at pauls october 26th"
"45","R223638","['An answer to a printed book, falsely intituled, A blow at the serpent.']","['It being truly a blow of the serpent, lately published by one Richard Coppin. Wherein, among many others, these following heresies, and abominable errours of his, are briefly, and plainly confuted out of the word of God. 1 That the deitie of Christ was united to the sinful nature of man, and consequently that his conception was impure. 2 That there is no resurrection of the body. 3 That the pains of Hell are not eternal. 4 That there is no general day of judgement, but such a temporal judgement only as befals men in this world. 5 That God will not destroy any man, but only sin in man. 6 That all shall be saved, the divel not excepted. 7 That the humane nature of Christ is not ascended into Heaven. By Edward Garland M.A. and minister of Gods word at Hartclip sic in Kent.']",1657,"172883-an answer to printed book falsely intituled blow at serpent it being truly blow of serpent lately published by one richard coppin"
"46","R32858","['A præsent for Cæsar,']","['of 100000 l, in hand and 50000 l. a year. By Thomas Bradley D.D. and Minister of Nettlebed, in the County of Oxford.']",1658,"144645-a praesent for caesar of 100000 l in hand and 50000 l"
"47","R208451","['Nonnihil de febribus, a Guilielmo Slatholmo Buntingfordiensium medico.']","NA",1657,"174327-nonnihil de febribus guilielmo slatholmo buntingfordiensium medico "
"48","R38315","['Ludus mathematicus, or, The mathematical game']","['explaining the description, construction, and use of the numericall table of proportion, by help whereof, and of certain chessmen (fitted for that purpose) any proportion, arithmetical or geometrical (without any calculation at all, or use of pen), may be readily and with delight resolved when the term exceeds not 1000000 / by E.W.']",1654,"54140-ludus mathematicus or mathematical game explaining description construction and use of numericall table of proportion by help whereof and of certain chessmen fitted for that purpose any proportion arithmetical or geometrical without any calculation at all or use of pen may be readily and with delight resolved when term exceeds not 1000000 / by e"
"49","R16547","['Remaines concerning Britain:']","['their languages, names, surnames, allusions, anagrammes, armories, monies, empreses, apparell, artillarie, wise speeches, proverbs, poesies, epitaphs. VVritten by VVilliam Camden Esquire, Clarenceux, King of Armes, surnamed the Learned. The sixth impression, with many rare antiquities never before imprinted. By the industry and care of John Philipot Somerset Herald: and W.D. Gent.']",1657,"3450-remaines concerning britaine"
"50","R220260","['The offices of constables, church wardens, overseers of the poor, supravisors of the high-wayes, treasurers of the county-stock; and some other lesser countrey officers, plainly and truely set forth the fifth edition, with divers additions and alterations, agreeable to the late acts and ordinances. By William Sheppard esq;']","NA",1658,"9506-offices of constables church wardens overseers of poor supravisors of high wayes treasurers of county stock and some other lesser country officers plainly and lively set sorth sic"
"51","R35973","['Englands iubile: or, A poem on the happy return of his Sacred Majesty, Charls the II.']","NA",1660,"59815-englands iubile or poem on happy return of his sacred majesty charls ii "
"52","R221279","['Threni Hybernici: or, Ireland sympathising with England and Scotland, in a sad lamentation for the loss of their Josiah.']","['Represented in a sermon at Christ-Church in Dublin before His Excellency the Lord Deputy, with divers of the nobility, gentry, and commonality there assembled, to celebrate a funerall solemnity upon the death of the late Lord Protector. By Dr. Harrison, chief chaplain to his said Excellency.']",1659,"19907-threni hybernici or ireland sympathizing with england and scotland in sad lamentation for loss of their josiah represented in sermon at christ church in dublin before his excellency lord deputy with divers of nobility gentry and commonalty there assembled to celebrate funeral solemnity upon death of lord protector"
"53","R23453","['A vindication of the orthodoxe Protestant doctrine against the innovations of Dr. Drayton and Mr. Parker, domestique chaplain to the Right Honourable the E. of Pembroke, in the following positions.']","NA",1657,"49048-a vindication of orthodoxe protestant doctrine against innovations of dr drayton and mr parker domestique chaplain to right honourable e of pembroke in following positions "
"54","R12053","['Pharonnida:']","['a heroick poem. By William Chamberlayne of Shaftsbury in the county of Dorcet.']",1659,"59817-pharonnida heroick poem"
"55","R6388","['A narrative of the proceedings of the commissioners appointed by O. Cromwell, for ejecting scandalous and ignorant ministers.']","['In the case of Walter Bushnell clerk, vicar of Box in the county of Wilts. Wherein is shewed that both commissioners, ministers, clerk, witnesses have acted as unjustly even as was possible for men to do by such a power: and all under the pretence of godliness and reformation.']",1660,"165795-a narrative of proceedings of commissioners appointed by o cromwell for ejecting scandalous and ignorant ministers in case of walter bushnell clerk vicar of box in county of wilts"
"56","R207190","['The resurrection of the witnesses, and Englands fall from (the mystical Babylon) Rome']","['clearly demonstrated to be accomplished. Wherein it is made apparent by undeniable and unanswerable arguments, that the prophecie in Rev. 11. of the slaying of the witnesses, and of their raising again, was exactly fulfilled in the years 1641, 42, 43, 44, and 45. The year 1645. being the year of their raising, since which they have gon on (and shall go on still) conquering and to conquer. Upon which account, the States of Holland, the kings of France, and Denmark, and all the princes of Europe are cautioned to beware how they maintain any war against Englands Commonwealth, lest it prove a burdonsome stone unto them. By M. Cary (alias Rande) a willing servant of Jesus Christ and his saints.']",1653,"44724-resurrection of witnesses and englands fall from the mystical babylon rome clearly demonstrated to be accomplished"
"57","R230141","['Twelve humble proposals to the supreme governours of the three nations now assembled at Westminster, concerning the propogation of the gospel, new modling of the Universities, reformation of the laws, supply of the necessities of the poor;']","['and many other things of great moment, which may conduce to the honour of God, and the comfort and joy of his people. By M.R. an admirer and adorer of the good providence of God, in making such happy changes in these nations.']",1653,"195096-twelve humble proposals to supreme governours of three nations now assembled at westminster concerning propogation of gospel new modling of universities reformation of laws supply of necessities of poor and many other things of great moment which may conduce to honour of god and comfort and joy of his people"
"58","R204583","['The vnhappy marksman. Or A perfect and impartial discovery of that late barbarous and unparalleld murther committed by Mr. George Strangwayes, formerly a major in the Kings army, on his brother-in-law Mr. John Fussel an attorney, on Friday the eleventh of February.']","['Together with a full discovery of the fatal cause of those unhappy differences which first occasioned the suits in law betwixt them. Also the behavior of Mr. Strangways at his tryal. The dreadful sentence pronounced against him. His letter to his brother-in-law, a Member of Parliament. The words b him delivered at his death; and his stout, but Christian-like manner of dying. Published by a faithful hand.']",1659,NA
"59","R209046","['A sermon preached at Dorchester in the county of Dorcet, at the proclaiming of His sacred Majesty Charles the II. May 15. 1660. By Gilbert Ironsyde Batchelour of Divinity, and minister of Stepleton in the said county.']","NA",1660,"158917-a sermon preached at dorchester in county of dorcet at proclaiming of his sacred majesty charles ii may 15 1660 by gilbert ironsyde batchelour of divinity and minister of stepleton in said county "
"60","R214722","['Les provinciales, or, The mystery of Jesuitisme·']","['Discovered in certain letters, written upon occasion of the present differences at Sorbonne, between the Jansenists and the Molinists: displaying the pernicious maximes of the late Casuists.']",1658,"4079-provinciales"
"61","R11660","['Loves victory:']","['a tragi-comedy. By William Chamberlaine of Shaftsbury in the county of Dorset.']",1658,"18926-loves victory"
"62","R232032","['De officiis Marci Tullii Ciceronis libri III.']","['Item, De amicitia: de senectute: Paradoxa: &amp; de somnio Scipionis. Cum indice in fine libri adjuncto.']",1651,"65-de officiis"
"63","R25926","['Novum Testamentum Domini nostri Jesu Christi.']","['Interprete Theodoro Beza.']",1659,"8080-novvm testamentum domini nostri iesu christi interprete theodoro beza"
"64","R178192","['The common accidents examined']","NA",1656,"585-common accidents examined"
"65","R39572","['The Holy Bible']","['containing the Old Testament and the New / newly translated out of the originall tongues, and with the former translations diligently compared and revised.']",1654,NA
"66","R206372","['A word of advertisemnt to the godly party in Scotland. By a Scotch-man, and a cordial well-wisher to the interest of the Godly in Scotland, in civils and spirituals.']","NA",1651,NA
"67","R30827","['The Holy Bible']","['containing the Old Testament and the New / newly translated out of the originall tongues and with the former translations diligently compared and revised.']",1655,NA
"68","R209727","['Additional annotations or, A collection of all the several additions to the third (above the first and second) impression of that most excellent work, intituled, annotations upon all the books of the old and new testament. By the labour of certain learned divines, thereunto appointed, by authority of Parliament. Published for the ease and benefit of those who have already bought the former impressions; with directions at the end of the preface, for the more ready finding where these additions should be inserted in the greater volume, to supply what is wanting therein.']","NA",1658,"153224-additional annotations or collection of all several additions to third above first and second impression of that most excellent work intituled annotations upon all books of old and new testament by labour of certain learned divines thereunto appointed by authority of parliament published for ease and benefit of those who have already bought former impressions with directions at end of preface for more ready finding where these additions should be inserted in greater volume to supply what is wanting therein "
"69","R222538","['Annotations upon all the books of the Old and Nevv Testament:']","['this third, above the first and second, edition so enlarged, as they make an entire commentary on the sacred scripture: the like never before published in English. Wherein the text is explained, doubts resolved, scriptures paralleld, and various readings observed; by the labour of certain learned divines thereunto appointed, and therein employed, as is expressed in the preface.']",1657,"55408-annotations upon all books of old and new testament this second edition so enlarged as they make entire commentary on sacred scripture like never before published in english"
"70","R829","['The vvorks of W. Fenner, B. of Divinity.']","NA",1657,"8776-vvorks of w fenner b of divinity "
"71","R206362","['The remonstrance of the Presbyterie of Sterling, against the present conjunction with the malignant party.']","['To the commission of the Kirk at St. Johnstons.']",1651,"48355-remonstrance of presbyterie of sterling against present conjunction with malignant party to commission of kirk at st"
"72","R28056","['The beauty of holiness; or A description of the excellency, amiablenes, comfort and content which is to be found in wayes of purity and holinesse.']","['Where you have that glorious attribute of Gods holinesse exactly setforth sic; together with the absolute necessity of our resembling Him therein; also all the scruples, cavils and objections (of any weight) which are made by the atheists, worldlings and libertines of our time, against the power of godliness, refelled and answered: many texts of scripture cleared, the marrow of most ofour modern divines (in reference to this subject) collected, with references in such as clear any branch more fully; many incident cases resolved, and knots untied, &amp;c. The second edition, with additons of many usefull enlargements, and a short catechisme framed for the weaker sort. By Tho. Hall b.D. &amp; pastor of Kings-Norton.']",1655,"49774-beauty of holiness or description of excellency amiableness comfort and content which is to be found in wayes of purity and holinesse where you have that glorious attribute of gods holinesse exactly set forth together with absolute necessity of our resembling him therein also all scruples cavils and objections of any weight which are made by atheists worldlings and libertines of our time against power of godliness are refelled and answered many texts of scripture cleared marrow of most our modern divines in referenc to this subject collected with references to such as clear any branch more fully many incident cases resolved and knots untied andc"
"73","R22172","['The annals of the world.']","['Deduced from the origin of time, and continued to the beginning of the Emperour Vespasians reign, and the totall destruction and abolition of the temple and common-wealth of the Jews. Containing the historie of the Old and New Testament, with tha of the Macchabees. Also all the most memorable affairs of Asia and Egypt, and the rise of the empire of the Roman Cæsars, under C. Julius, and Octavianus. Collected from all history, as well sacred, as prophane, and methodically digested, by the most reverend James Ussher, Arch-Bishop of Armagh, and Primate of Ireland.']",1658,"9770-annales veteris testamenti"
"74","R188972","['Meteorologicorvm libri sex']","NA",1656,"11256-meteorologicorum libri sex"
"75","R15761","['The mirrour which flatters not:']","['concerning the contempt of the world, or the meditation of death, of Philip King of Macedon, Saladine, Adrian, and Alexander the Great. By le Sieur de la Serre, historiographer of France. Transcribed English from the French, by T. Cary, Esq.']",1658,"5330-miroir qui ne flatte point"
"76","R172931","['The New Testament of our Lord Jesus Christ·']","['Heretofore translated out of the originall Greek, by K. Jamess command.']",1659,NA
"77","R209170","['The safe vvay to glory,']","['in several exercises of general use. By William Smyth M. Ar. R. of Cotton in Suff.']",1656,"94326-safe vvay to glory in several exercises of general use"
"78","R11155","['The history of this iron age:']","['vvherein is set dovvn the true state of Europe, as it was in the year 1500. Also, the original, and causes of all the vvarres, and commotions, that have happened: together with a description of the most memorable battels, sieges, actions and transactions, both in court and camp, from that time till this present year 1656. Illustrated vvith the lively effigies, of the most renowned persons of this present time. Written originally by J. Parival, and now rendred into English, by B. Harris, Gent.']",1656,"26988-abrégé de lhistoire de ce siècle de fer"
