"","estc_ids","title_1","title_2","pub_year","work_id"
"11","R208374","['A discourse concerning the gift of prayer.']","['Shewing what it is, wherein it consists, and how far it is attainable by industry, with divers useful and proper directions to that purpose, both in respect of matter, method, expression. By John Wilkins, D.D.']",1651,"2270-a discourse concerning gift of prayer shewing what it is wherein it consists and how far it is attainable"
"12","R203389","['A communicant instructed: or, Practical directions for worthy receiving of the Lords-Supper.']","['By Francis Roberts, M.A. pastour of the church of Christ, at Wryngton in the county of Sommerset.']",1651,"7783-a communicant instructed or practical directions for worthy receiving of lords supper"
"13","R216833","['The apostasy of the latter times. Or The gentiles theology of dæmons:']","['revived in the latter times amongst Christians, in worshipping of angels, deifying and invocating of saints, adoring and templing of reliques, bowing down to images, worshipping of crosses &amp;c. Delivere in publique some years since in severall discourses upon I Tim. 4 1,2,3. Together with A paraphrase and exposition of the prophesy of St. Peter, concerning the day of Christs second comming. Described in the third chapter of his second epistle. As also, how the conflagration or destruction of the world by fire (whereof St. Peter speaks) and especially of the heavens is to be understood. By Joseph Mede B.D. Sometime fellow of Christs Colledge in Cambridge.']",1654,"18969-apostasy of latter times or gentiles theology of daemons revived in latter times amongst christians in worshipping of angels deifying and invocating of saints adoring and templing of reliques bowing down to images worshipping of crosses andc"
"14","R27057","['The Christians charter shewing the priviledges of a believer by Thomas Watson.']","NA",1654,"7002-christians charter shewing priviledges of believer"
"15","R218028","['A communicant instructed: or, Practical directions for worthy receiving of the Lords-Supper. By Francis Roberts, M.A. pastour of the Church of Christ, at Wrington in the county of Sommerset.']","NA",1653,"7783-a communicant instructed or practical directions for worthy receiving of lords supper"
"16","R200826","['The palace of justice opened and set to veiw sic,']","['in a sermon at Margarets Westminster before the honorable House of Commons assembled in Parliament, upon the 12th of May, 1646. Being the day of their solemn thanksgiving, for regaining and taking in the severall garisons, of the city of Exeter. Barnstable. Michaels Mount in Cornwall Ruthen Castle. Ilford-Combe. Aberystwyth in Wales. Dunster Castle. Titbury Castle. Woodstock Mannor. Castle of Bridgnorth. Banbury Castle. Newarke. By Sam. Torshel.']",1646,"150907-palace of justice opened and set to veiw sic in sermon at margarets westminster before honorable house of commons assembled in parliament upon 12th of may 1646"
"17","R31324","['A brief explication of the last fifty Psalmes,']","['from Ps. 100. to the end. By David Dickson. Professor of Divinity in the Colledge of Edenburgh. Imprimatur, Edmund Calamy.']",1654,"4076-a brief explication of first fifty psalms"
"18","R203895","['The hearse of the renowned, the Right Honourable Robert Earle of Essex and Ewe, Viscount Hereford, Lord Ferrers of Chartley, Bourchier and Lovaine, sometime Captaine Lord Generall of the armies raised for the defence of King and Parliament.']","['As it was represented in a sermon, preached in the Abbey Church at Westminster, at the magnificent solemnity of his funerall, Octob. 22. 1646. By Richard Vines. Published by order of the House of Peeres.']",1646,"19817-hearse of renowned right honourable robert earle of essex and ewe viscount hereford lord ferrers of chartley bourchier and lovaine sometime captaine lord generall of armies raised for defence of king and parliament as it was represented in sermon preached in abbey church at westminster at magnificent solemnity of his funerall octob"
"19","R223434","['The light appearing more and more towards the perfect day. Or, a farther discovery of the present state of the Indians in New-England, concerning the progresse of the Gospel amongst them.']","['Manifested by letters from such as preacht to them there. Published by H. Whitfeld, late pastor to the Chuch sic of Christ at Gilford in New-England, who came late thence.']",1651,"22444-light appearing more and more towards perfect day or farther discovery of present state of indians in new-england concerning progresse of gospel amongst them manifested by letters from such as preacht to them there"
"20","R232939","['Theses Sabbaticæ. Or, The doctrine of the Sabbath:']","['wherein the Sabbaths I. Morality. II. Change. III. Beginning. IV. Sanctification. are clearly discussed. Which were first handled more largely in sundry sermons in Cambridge in New-England in opening of the Fourth Commandment. In unfolding whereof many scriptures are cleared, divers cases of conscience resolved, and the morall law as a rule of life to a believer, occasionally and distinctly handled. By Thomas Shepard, pastor of the Church of Christ at Cambridge in New-England.']",1649,"24111-theses sabbaticae or doctrine of sabbath wherein sabbaths i"
"21","R36638","['Prima, media, &amp; ultima: = the first, middle, and last things;']","['in three treatises: wherein is set forth, I. The doctrine of regeneration or the new birth. II. The practice of sanctification, in the meanes, duties, ordinances, both secret, private and publike, for continuanc and increase of a godly life. III. Certain meditations of mans misery, in his life, death, judgement, &amp; execution. Gods mercy, in our redemption &amp; salvation. By Isaac Ambrose, minister of Christ at Preston in Amounderness in Lancashire.']",1654,"1210-prima media and ultima"
"22","R174265","['Maturinus Corderii Colloquia Scholastica Anglo-Latina,']","['in varias clausulas distributa; observato utriusque linguæ idiomate, quò sc. ope evernaculi, in quotidiano sermone Latino pueri felicius exerceantur; Positi sunt insuper in utriusque confiniis numeri, quibus uniuscujùsque vocabuli vel phraseos indicatur locus, &amp; usus genuinus. A Carolo Hoole A. Mro. è Coll. Linc. Oxon. privatæ scholæ grammaticæ institutore inter aurifabrorum diverticulum in rubræ crucis, &amp; aream virginei capitis in alneæ portævicis, apud Londinates.']",1653,"36-colloquia"
"23","R216876","['The schoole-masters auxiliaries, to remove the barbarians siege from Athens; advanced under two guides.']","['The first, leading by rule and reason to read and write English dexterously. The second, asserting the Latine tongue in prose and verse, to its just inlargement, splendor, and elegancy.']",1654,"41944-schoole-masters auxiliaries to remove barbarians siege from athens advanced under two guides first leading by rule and reason to read and write english dexterously"
"24","R207472","['An exhortation to catechizing: the long neglect whereof is sadly lamented. And the speedy reviving as earnestly desired. By the provincial assembly at London. August 30. 1655.']","NA",1655,"86211-an exhortation to catechizing long neglect whereof is sadly lamented and speedy reviving as earnestly desired by provincial assembly at london august 30 1655 "
"25","R230340","['A sermon, preached at Mary Aldermanbury, on the fifth day of November, 1651. Being a day set apart in remembrance of that great deliverance from the gunpowder treason.']","['By William Jenkins, sometimes minister of Christ-Church London, and late prisoner in the Tower. Being the first sermon he preached since his releasement.']",1652,"114085-a sermon preached at mary aldermanbury on fifth day of november 1651 being day set apart in remembrance of that great deliverance from gunpowder treason by william jenkins sometimes minister of christ-church london and prisoner in tower"
"26","R34664","['Solomonis panaretos: or, A commentarie upon the books of Proverbs, Ecclesiastes, and the Song of Songs.']","['Wherein the text is explained, some controversies are discussed, divers common-places are handled, and many remarkable matters hinted, that had by former interpreters been pretermitted. Besides sundry other texts of scripture (which occasionally occurre) are fully opened, and the whole so intermixed with pertinent histories, as will yeeld both pleasure and profit to the judicious reader. By John Trapp, M.A. pastour of Weston upon Avon in Glocester shire.']",1650,"104068-solomonis panaretos or commentarie upon books of proverbs ecclesiastes and song of songs wherein text is explained some controversies are discussed divers common-places are handled and many remarkable matters hinted that had by former interpreters been pretermitted"
"27","R221537","['Eikōn basilikē']","['the pourtraicture of His Sacred Majestie in his solitudes and sufferings.']",1649,"43-eikon basilike"
"28","R200846","['The second part of Gangræna: or A fresh and further discovery of the errors, heresies, blasphemies, and dangerous proceedings of the sectaries of this time.']","['As also a particular narration of divers stories, speciall passages, letters, an extract of some letters, all concerning the present sects: together with some corollaries from all the fore-named premisses. A reply to the most materiall exceptions made by Mr, sic Saltmarsh, Mr. Walwyn, and Cretensis, against Mr. Edwards late book entituled Gangræna. As also brief animadversions upon some late pamphlets; one of Mr. Bacons, another of Thomas Webs, a third of a picture made in disgrace of the Presbyterians. A relation of a monster lately born at Colchester, of parents who are sectaries. The copie of an hymne sung by some sectaries in stead of Davids Psalms. By Thomas Edvvards minister of the Gospel.']",1646,"6188-gangraena"
"29","R204515","['A declaration from his Excellencie, with the advice of his Councel of War:']","['concerning the present distempers of part of Commissary Generall Iretons and of Colonel Scroops regiments to undeceive the deluded party, and to leave those excuselesse who refuse (upon pardon herein offered) to return to their former obedience. Signed by the order and appointment of his Excellencie the Lord Fairfax, Lord Generall and his Councell of War. Aulton, Hamshire. May 12. 1649. Ri. Hatter Secret.']",1649,"63641-a declaration from his excellencie with advice of his councel of war concerning present distempers of part of commissary generall iretons and of colonel scroops regiments to undeceive deluded party and to leave those excuselesse who refuse upon pardon herein offered to return to their former obedience"
"30","R34729","['The works of Publius Virgilius Maro.']","['Translated by John Ogilby.']",1649,"1632-works"
"31","R217866","['Antapologia: or, A full answer to the apologeticall narration of Mr Goodwin, Mr Nye, Mr Sympson, Mr Burroughs, Mr Bridge, members of the Assembly of Divines.']","['Wherein many of the controversies of these times are handled, viz. I. Of a particular visible church. 2. Of classes and synods. 3. Of the scriptures, how farre a rule for church government. 4. Of formes of prayer. 5. Of the qualifications of church members. 6. Of submission and non-communion. 7. Of excommunication. 8. Of the power of the civill magistrate in ecclesiasticals. 9. Of separation and schisme. I0. Of tolerations, and particularly of the toleration of indepencie. II. Of suspension from the Lords Supper. I2. Of ordination of ministers by the people. I3. Of church covenant. I4. Of non-residencie of churchmembers. Humbly also submitted to the honourable Houses of Parliament. By Thomas Edvvards minister of the gospel.']",1646,"16085-antapologia or full answer to apologeticall narration of goodwin nye sympson burroughs bridge members of assembly of divines"
"32","R201221","['A vindication of a printed paper, entituled, An ordinance presented to the Honorable House of Commons, for the preventing of the growth and spreading of heresies, against the irreligious and presumptuous exceptions calld Some humble and modest queries.']","['In which Vindication, among other things, is shewed that those who dispute against the making of this ordinance, doe by their argument not only deny the civill magistrates power in matters of religion, but likewise undermine all their power in punishing any offence even in civill matters; and the magistrates authority both in civill and ecclesiasticall matters is asserted and maintained. Imprimatur: James Cranford.']",1646,NA
"33","R231352","['Poems, and fancies:']","['written by the Right Honourable, the Lady Newcastle.']",1653,"25451-poems and fancies "
"34","R214560","['Pub. Ovidii Nasonis Heroidum epistolæ:']","['unà cum A. Sabini epistolis tribus, ad totidem Ovidianas responsoriis: Amorum, libri III. De arte amandi, libri III. De remedio amoris, libri II. Aliʹaque quæ sequens pagella indicabit. Accesserunt in Nasonis Epistolis annotatiunculæ quædam è varia autoribus hinc indè excerpta. Curâ &amp; impensis Societatis Bibliopolarum Londinensis.']",1649,"131-heroides"
"35","R204010","['The potent potter: or, A sermon preached before the Honourable, the Commons of England assembled in Parliament; on Thursday the 19. of April 1649.']","['being a day set apart for solemne humiliation at Margarets Westminster. By John Warren M.A. an unworthy labourer in the work of the Gospel at Hatfield Broad-Oake in Essex.']",1649,"73844-potent potter or sermon preached before honourable commons of england assembled in parliament on thursday 19 of april 1649 being day set apart for solemne humiliation at margarets westminster"
"36","R4004","['Andrewes. 1655.']","['The cælestial observator: or An astrological description of those grand catastrophes and superlative actions designed by the heavens to be visible or manifested in the world in the year 1655. By William Andrews, Philom.']",1655,"131680-andrewes 1655 caelestial observator or astrological description of those grand catastrophes and superlative actions designed by heavens to be visible or manifested in world in year 1655"
"37","R31659","['The second part of the young clerks guide: or, A second collection of choyce English presidents']","['for indentures of settlements, letters of license and composition, assignments, letters of atturney, conditions, obligations in English, and sundry others. Compiled by Sir R.H And perused by a judicious practiser, very useful and necessary for all.']",1652,"399-young clerks guide"
"38","R207635","['His Highnesse the Lord Protectors speeches to the Parliament in the Painted Chamber,']","['the one on Munday the 4th of September; the other on Tuesday the 12. of September. 1654. Taken by one who stood very near him, and published to prevent mistakes.']",1654,"3872-speeches"
"39","R222658","['Practicall divinitie: or, gospel-light shining forth in severall choyce sermons, on divers texts of scripture.']","['Viz. 1. The misery of earthly thoughts, on Isa. 55. 7. 2. A sermon of self-denial, on Luke 9. 23. 3. The efficacie of importunate prayer in two sermons on Collos. 1. 10. 5. A caveat against late repentance, on Luke 23. 24. 6. The soveraign vertue of the Gospel, on Psal. 147. 3 7 A funeral sermon, on Isa. 57. 1. Preached by that laborious and faithfull messenger of Christ, William Fenner, sometimes fellow of Pembroke Hall in Cambridge, and late minister of Rochford in Essex.']",1647,"18996-practicall divinitie or gospel-light shining forth in severall choyce sermons on divers texts of scripture viz 1 misery of earthly thoughts on ma 557 2 sermon of self-denial on luke 923 3 efficacie of importunate prayer in two sermons on luke 119 4 necessity of gospel obedience in two sermons on colloss 110 5 caveat against repentance on luke 2324 6 soveraign vertue of gospel on psal 1473 7 funeral sermon on isa 571 preached by that laborious and faithfull messenger of christ william fenner sometimes fellow of pembroke hall in cambridge and minister of rochford in essex "
"40","R230009","['Subjection to Christ']","['in all his ordinances, and appointments, the best means to preserve our liberty. Together with a treatise of ineffectual hearing the word; how we may know whether we have heard the same effectually: and by what means it may be come effectual unto us. With some remarkable passages of his life. By Tho. Shephard, late pastor of the Church of Christ in Cambridge in New-England. Now published by Mr. Jonathan Michell pastor of the said church in New-England.']",1652,"15129-subjection to christ in all his ordinances and appointments best means to preserve our liberty"
"41","R21589","['A model of church-government: or, The grounds of the spirituall frame and government of the house of God.']","['Shewing, what the holy Scriptures have therein delivered; what the best Reformed Churches do practise; what the tender consciences may rest in. For the better satisfaction of such as scruple at the work of reformation, declared and appointed by severall ordinances of Parliament. By John Dury, one of the Assembly of Divines; who hath travelled heretofore in the work of peace among the churches.']",1647,"152825-a model of church-government or grounds of spirituall frame and government of house of god shewing what holy scriptures have therein delivered what best reformed churches do practise what tender consciences may rest in"
"42","R143","['Practicall divinitie: or, Gospel-light shining forth in severall choyce sermons, on divers texts of scripture. Viz. 1. The misery of earthly thoughts, on Ma. 55.7. 2. A sermon of self-denial, on Luke 9.23. 3. The efficacie of importunate prayer in two sermons on Luke 11.9. 4. The necessity of Gospel obedience, in two sermons on Colloss. 1.10. 5. A caveat against late repentance, on Luke 23.24. 6. The soveraign vertue of the Gospel, on Psal. 147.3. 7. A funeral sermon, on Isa. 57.1. Preached by that laborious and faithfull messenger of Christ, William Fenner, sometimes Fellow of Pembroke Hall in Cambridge, and late Minister of Rochford in Essex.']","NA",1649,"18996-practicall divinitie or gospel-light shining forth in severall choyce sermons on divers texts of scripture viz 1 misery of earthly thoughts on ma 557 2 sermon of self-denial on luke 923 3 efficacie of importunate prayer in two sermons on luke 119 4 necessity of gospel obedience in two sermons on colloss 110 5 caveat against repentance on luke 2324 6 soveraign vertue of gospel on psal 1473 7 funeral sermon on isa 571 preached by that laborious and faithfull messenger of christ william fenner sometimes fellow of pembroke hall in cambridge and minister of rochford in essex "
"43","R7133","['A discourse concerning the gift of prayer,']","['shewing what it is, wherein it consists, and how far it is attainable by industry, with divers useful and proper directions to that purpose, both in respect of matter, method, and expression. By John Wilkins, D.D. Whereunto may be added Ecclesiastes: or, A discourse concerning the gift of preaching by the same authour.']",1653,"2270-a discourse concerning gift of prayer shewing what it is wherein it consists and how far it is attainable"
"44","R201545","['A rejoynder to Master Samuel Eaton and Master Timothy Taylors reply. Or, an answer to their late book called A defence of sundry positions and scriptures, &amp;c.']","['With some occasionall animadversions on the book called the Congregational way justified. For the satisfaction of all that seek the truth in love, especially for his dearly beloved and longed for, the inhabitants in and neer to Manchester in Lancashire. Made and published by Richard Hollinworth. Mancuniens.']",1647,"71758-a rejoynder to master samuel eaton and master timothy taylors reply or answer to their book called defence of sundry positions and scriptures with some occasionall animadversions on book called congregational way justified"
"45","R208457","['Believers evidences for eternall life;']","['collected out of the first epistle of John, which is Catholique: explained and confirmed by very many subservient-signes, or under-notes, grounded upon scriptures, and illustrated by testimonies both of ancient fathers, and modern writers. Whereby persons truly regenerate may divers wayes discover their present state of grace, and title unto glory. By Francis Roberts, A.M. Pastor of the church at Augustines, London.']",1648,"24302-believers evidences for eternall life collected out of first epistle of john which is catholique explained and confirmed"
"46","R19376","['The seventh-day Sabbath· Or a brief tract on the IV. Commandment.']","['Wherein is discovered the cause of all our controversies about the Sabbath-day, and the meanes of reconciling them. More particularly is shewed 1. That the seventh day from the creation, which was the day of Gods rest, was not the seventh day which God in this law commanded his people to keep holy; neither was it such a kinde of day as was the Jewes Sabbath-day. 2. That the seventh day in this law commanded to be kept holy, is the seventh day of the week, viz. the day following the six dayes of labour with all people. 3. That Sunday is with Christians as truly the Sabbath-day, as was Saterday with the Jewes. By Thomas Chafie parson of Nutshelling.']",1652,"51827-seventh-day sabbath· or brief tract on iv commandment wherein is discovered cause of all our controversies about sabbath-day and meanes of reconciling them"
"47","R35011","['Manchester al mondo.']","['Contemplatio mortis et immortalitatis. A contemplation of death and immortality.']",1655,"879-contemplatio mortis et immortalitis"
"48","R209199","['Subjection to Christ']","['in all his ordinances, and appointments, the best means to preserve our liberty. Together with a treatise of ineffectual hearing the Word; how we may know whether we have heard the same effectually: and by what means it may be come effectual unto us. With some remarkable passages of his life. By Tho. Shephard, late pastor of the Church of Christ in Cambridge in New-England. Now published by Mr. Jonathan Michell pastor of the said church in New England.']",1652,"15129-subjection to christ in all his ordinances and appointments best means to preserve our liberty"
"49","R175653","['Asarkokaukēma, or The vanity, of glorying in the flesh,']","['opend in a sermon preached at the funeral of Kingsmel Lucy, Esq. Eldest sonne to Francis Lucy, Esq. By Tho. Case, M.A. sometimes student of Ch. Ch. Oxon. and now pastor of Giles in the Fields, London.']",1655,"53309-asarkokaukema or vanity of vaine-glory opend in sermon preached at funeral of kingsmel lucy"
"50","R200984","['Gleanings and expositions of some, and but some of the more difficult places of scriptures:']","['perhaps, but the first-fruits unto a more plentifull harvest by John Lavvson.']",1646,"70189-gleanings and expositions of some and but some of more difficult places of scriptures perhaps but first-fruits unto more plentifull harvest by john lavvson"
"51","R205341","['The compleat clark, and scriveners guide.']","['Containing exact draughts and presidents of all manner of assurances and instruments now in use: as they were penned and perfected by divers learned judges, eminent lawyers, and great conveyancers, both ancient and modern. Whereunto is also added a concordance of years, from the time of King Richard the third untill this present; very usefull for conveyancers and others. With an exact alphabeticall table, whereby any of the said presidents may be easily found out.']",1655,NA
"52","R185943","['Milke and honey, or A miscellaneous collation of many Christian experiences, sayings, sentences, and several places of Scripture improved.']","['With a second part of orthodox paradoxes, by Ralph Venning.']",1653,"2991-milke and honey"
"53","R186199","['A brief and easie explanation of the shorter catechism,']","['presented by the Assembly of Divines at Westminster to both Houses of Parliament: and by them approved. Wherein, the meanest capacities may in a speedy and asie way be brought to understand the principles of religion. In imitation of a catechism formerly published by Mr. Herb. Palmer. B.D. and late master of Queens College. By John Wallis D.D. minister of the Gospel.']",1653,"4158-a brief and easie explanation of shorter catechism presented by assembly of divines at westminster to both houses of parliament and by them approved"
"54","R182750","['Believers evidences for eternall life;']","['collected out of the first epistle of John, which is catholique: explained and confirmed by very many subservient-signes, or vnder-notes, grounded upon Scriptures, and illustrated testimonies both of ancient fathers, and modern sic writers. Whereby persons truly regenerate, may divers wayes discover their present state of grace, &amp; title unto glory. By Francis Roberts ...']",1649,"24302-believers evidences for eternall life collected out of first epistle of john which is catholique explained and confirmed"
"55","R231966","['White 1652.']","['An almanack for the yeer of our lord God 1652. Being bissextile or leap-yeer. Calculated exactly for the meridian and latitude of Todington in Bedford-shire, where the Pole Artick is elevated 52 degrees, 5 minutes, and may serve for any part of England. By William White. Student in astronomy.']",1652,"27657-white 1652 almanack for yeer of our lord god 1652"
"56","R177005","['A divine message to the elect soule:']","['delivered in eight sermons upon seven severall texts. By that laborious and faithfull messenger of Christ, Mr. William Fenner, B.D. Sometimes Fellow of Pembroke Hall in Cambridge, and late minister of Rochford in Essex.']",1649,"2472-divine message to elect soule"
"57","R206749","['The fountain of life, or life in its derivation from Christ.']","['In a sermon preached at the funeral of that honoured lady, the Lady Jane Reade, the relict of Sir John Reade, (sometimes whilst he lived) of Sorangle in Lincolnshire, knight. By Edmund Pinchbeck, B.D.']",1652,"190328-fountain of life or life in its derivation from christ in sermon preached at funeral of that honoured lady lady jane reade relict of sir john reade sometimes whilst he lived of sorangle in lincolnshire knight"
"58","R483376","['To the Parliament of the Common-wealth of England, Scotland, and Ireland. The humble remonstrance of Sir John Stawell:']","['as it was formerly presented unto the late Parliament. Setting forth. The reason of his first engaging on the late Kings part, and his deportment therein. Hi desisting from further action upon the Articles of Exeter. The benefit which he claimes by vertue of the sayd articles. The meanes by which that benefit hath been retarded. His severall tryals, both by indictment at Common Law, and in the High Court of Justice, for high treason, murther, and other felonies, in relation to actions committed in the late unhappy warr. And his almost seven years imprisonment: the sequestration of his estate, and sale of the greatest part thereof. The proceedings and judgment of the Honourable Court of Articles thereupon: and his present state and condition.']",1654,"7890-to parliament of commonweath wealth of england scotland and ireland humble petition of sir iohn stawell"
"59","R30575","['Ouranodeixis, cælorum declaratio']","['an ephemeris for the yeer of Christ, 1654 ... calculated for the meridians of the two ancient port towns of Sandwich and Dover ... / by Henry Harflete.']",1654,"106801-ouranodeixis caelorum declaratio ephemeris for yeer of christ 1654 "
"60","R8540","['The works of Richard Brownlow Esquire, late one of the prothonotaries of the Court of Common Pleas:']","['containing, I. His two books of reports, of very remarkable cases, as they were debated, to the great advantage of all students and practisers of the law. II. His book of speciall pleadings, in all manner of actions, reall, personall, and mixt. III. His forms of all manner of judiciall writs, in execution of which, consists the life of the law, never before so fully published in any language whatsover. Very beneficiall for all such as desire information in the laws and legall proceedings of this kingdom.']",1654,"32468-works of richard brownlowuire one of prothonotaries of court of common pleas containing i"
"61","R207069","['Antinomianism discovered and confuted: and free-grace as it is held forth in Gods word:']","['as well by the prophets in the Old Testament, as by the apostles and Christ himself in the New, shewed to be other then is by the Antinomian-party in these times maintained. By Thomas Gataker, B.D. and pastor of Rotherhith.']",1652,"152593-antinomianism discovered and confuted and free-grace as it is held forth in gods word as well by prophets in old testament as by apostles and christ himself in new shewed to be other then is by antinomian-party in these times maintained"
"62","R201369","['The arraignment of licentious libertie, and oppressing tyrannie.']","['In a sermon preached before the right honourable House of Peeres, in the Abbey-church at Westminster, on the the day of their solemn monethly fast, Febr. 24. 1646. By Nathaniel Hardy, Mr. of Arts, and preacher to the parish of Dionis-Backchurch.']",1647,"20440-arraignment of licentious liberty and oppressing tyranny in sermon preached before right honourable house of peers in abbey church at westminster on day of their solemn monthly fast febr"
"63","R201278","['Jacob raised: or, The means of making a nation happy both in spiritual and temporal priviledges.']","['Presented in a sermon preached before the Right Honorable House of Peeres in the Abby Church at Westminster, at the late solemne monthly fast, Decemb. 30. 1646. By Willam sic Goode, B.D. and Pastor of Denton in Norfolk. Published by order of the House of Peeres.']",1647,"66214-jacob raised or means of making nation happy both in spiritual and temporal priviledges presented in sermon preached before right honorable house of peeres in abby church at westminster at solemne monthly fast decemb"
"64","R34340","['Vaux. 1649.']","['A new almanack and prognostication for the year of our Lord God 1649. Being the first after the bissextile or leape-yeare. Calculated for the meridian of Saint Hellen Auckland, within the county of Durham, where the pole is mounted above the horizon 54. degrees and 40. minutes. Composed by John Vaux.']",1649,"126089-vaux 1649 new almanack and prognostication for year of our lord god 1649"
"65","R228864","['An exposition or, A short, but full, plaine, and perfect epitome of the most choice commentaries upon the Revelation of Saint John.']","['Especially of the most learned and judicious authors, as Bullinger of Helvetia, Francis Iunius, Thomas Brightman, Aug. Marlorate, Aug. de Civitate dei, but especially (among many) the excellent and learned David Pareus. With severall remarkable notes, observations, and doctrines very profitable. As it was for the most part delivered by way of commentary in the parish-church of Sutton-Valence, Kanc sic. By Hezekiah Holland Anglo-hibernus, Minister of the Gospel at Sutton-Valence.']",1650,"35533-an exposition or short but full plaine and perfect epitome of most choice commentaries upon revelation of saint john especially of most learned and judicious authors as bullinger of helvetia francis iunius thomas brightman aug"
"66","R216864","['Artis poeticæ,']","['musarum candivatis addiscendæ, formula recens et dilucida. Authore R.L.']",1653,"89950-artis poeticae musarum candivatis addiscendae formula recens et dilucida"
"67","R170147","['almanah or, an almanack for the year of our lord God 1648.']","['Being bisextile, or leap-year. Containing the daily notions and aspects of the sonne and moon, with the mutuall sylygies of the planets. Calculated for the meridian of London where the elevation of the pole is 51. degrees 32 minutes. By Ferdinando Parkhurst.']",1647,"158760-almanah or almanack for year of our lord god 1648 being bisextile or leap-year"
"68","R36911","['A commentarie, or exposition upon the prophecie of Habakkuk:']","['together with many usefull and very seasonable observations. Delivered in sundry sermons, preacht in the church of St. James Garlick-hith London, many yeeres since; by Edward Marbury, the then rector of the sai church.']",1650,"85573-a commentarie or exposition upon prophecie of habakkuk together with many usefull and very seasonable observations"
"69","R19480","['Sancti sanciti. Or, The common doctrine of the perseverance of the saints:']","['as who are kept by the power of God, through faith unto salvation, vindicated from the attempts lately made against it, by Mr. John Goodwin, in the digression of his book, which he was pleased to entitle redemption redeemed. Together with two digressions: the one maintaining a specifical difference between the graces of the saints; and whatsoever is found in men unregenerate. The other, asserting God to be the sole authour, of whatever difference of the saints, from themselves, and others. As also an appendix in answer to Master Horne, goring all university-learning. By George Kendall, B.D. somtimes fellow of Exeter Col. in Oxford.']",1654,"67770-sancti sanciti or common doctrine of perseverance of saints as who are kept by power of god through faith unto salvation vindicated from attempts lately made against it by mr"
