"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34"
"13","intituled","account","1799","june","england","persons","reign","added","royal","sermon","honourable","letter","added","added","reign","account","preached","royal","parliament","acts","richard","account","correct","london","england","selection","canal","added","english","letters","court","royal","britain","granting"
"14","offices","sermon","1794","hundred","thomas","lord","county","royal","account","letter","original","england","royal","royal","parish","sermon","thomas","account","observations","honourable","1799","letter","causes","sermon","preached","repository","within","royal","letters","county","house","account","certain","containing"
"15","granting","letter","edition","performed","parliament","right","canal","account","sermon","england","added","thomas","account","account","april","letter","parliament","sermon","lord","original","officers","england","plan","people","thomas","lords","commissioners","account","county","state","law","letter","ireland","commons"
"16","appeals","england","1797","india","observations","notes","making","sermon","letter","preached","view","parliament","sermon","sermon","session","preached","lord","letter","right","collection","1795","preached","political","society","parliament","`","making","sermon","state","court","france","england","edition","honourable"
"17","honourable","preached","parts","within","lord","illustrated","repository","letter","england","thomas","majestys","observations","letter","england","appeals","thomas","right","england","church","view","duties","parliament","member","john","observations","canal","continue","letter","court","life","acts","thomas","hundred","royal"
"18","commissioners","thomas","1798","parliament","right","public","granting","england","preached","parliament","james","lord","england","preached","intituled","parliament","church","preached","britain","majestys","hundred","observations","america","france","lord","appeals","amend","england","house","france","king","parliament","french","session"
"19","case","parliament","persons","county","church","german","covent-garden","preached","thomas","observations","certain","right","preached","thomas","college","observations","britain","thomas","majesty","act","lists","lord","taken","description","right","states","honourable","preached","life","british","view","observations","register","foreign"
"20","session","observations","performed","near","society","several","limited","thomas","parliament","lord","1796","church","thomas","parliament","june","lord","majesty","parliament","public","james","clergy","right","scotland","preached","church","sung","appeals","thomas","france","george","royal","lord","five","causes"
"21","law","right","including","passed","britain","account","parish","parliament","observations","right","june","society","parliament","observations","1796","right","public","observations","several","complete","1793","church","modern","letters","society","german","right","parliament","british","acts","address","right","theatre","officers"
"22","parish","church","years","thousand","majesty","nature","continue","observations","lord","church","addressed","britain","observations","lord","christ","church","several","lord","english","address","reign","society","thousand","rights","britain","france","session","observations","george","king","1795","church","india","making"
"23","canal","society","short","intituled","public","reign","seven","lord","right","society","1799","majesty","lord","right","clergy","society","letters","right","letters","time","chaplain","britain","christian","sunday","majesty","companion","prize","lord","remarks","collection","certain","society","different","canal"
"24","great","britain","war","royal","several","containing","psalms","right","church","britain","parts","public","right","church","continue","britain","county","church","state","1795","houses","majesty","kings","including","public","commons","limited","right","honourable","majestys","1796","britain","correct","acts"
"25","thousand","majesty","city","canal","letters","prefixed","passed","church","society","majesty","performed","english","church","society","causes","majesty","state","society","court","certain","cases","public","parliament","added","english","appeal","majestys","church","original","james","1793","majesty","british","agriculture"
"26","performed","public","list","prize","county","minister","selection","society","britain","public","francis","letters","society","britain","therein","public","court","britain","house","1796","king","several","commissioners","death","letters","october","lords","society","collection","address","june","public","thousand","novel"
"27","hundred","several","march","seven","state","register","eight","britain","public","several","strictures","county","britain","majesty","limited","several","house","majesty","life","june","offices","english","improvement","revolution","county","better","town","britain","view","time","addressed","several","great","westminster"
"28","prize","english","death","called","court","commons","theatre","majesty","several","letters","music","state","majesty","public","amend","english","life","public","law","ireland","making","letters","master","true","state","seven","noble","majesty","majestys","preached","1799","english","letters","intituled"
"29","revenue","letters","college","amend","house","william","sung","public","english","county","interspersed","court","public","several","master","letters","law","several","france","addressed","intituled","county","bishop","`","house","case","march","public","james","certain","present","letters","agriculture","repository"
"30","limited","county","notes","board","law","session","amend","several","letters","state","psalms","house","several","english","law","county","france","english","british","whole","annual","state","intended","view","life","navigation","1799","several","complete","parliament","1794","county","useful","speech"
"31","ireland","state","lords","several","france","correct","therein","english","county","court","liberty","law","english","letters","march","state","british","letters","george","1799","granting","court","earl","lord","law","last","better","english","address","addressed","people","state","offices","list"
"32","amend","court","april","continue","british","state","28th","letters","court","house","chiefly","france","letters","county","lords","court","acts","county","acts","1794","westminster","house","works","every","france","town","passed","letters","time","performed","persons","court","making","several"
"33","continue","house","illustrated","embellished","george","address","near","county","house","life","canal","british","county","state","rector","house","honourable","state","honourable","edition","sunday","life","poor","annual","british","street","1797","county","use","including","performed","house","novel","passed"
"34","majestys","life","sir","revenue","remarks","political","session","state","life","law","grand","george","state","court","majestys","life","original","court","original","1797","plan","law","laws","young","george","limited","case","state","certain","short","years","life","history","theatre"
"35","regulating","law","young","novel","acts","america","christian","court","law","france","love","remarks","court","house","india","law","king","house","king","parts","church","france","subject","friend","remarks","duties","therein","court","various","country","parliament","law","companion","common"
"36","importation","france","subjects","river","honourable","church","children","house","france","british","fast","acts","house","life","kingdom","france","collection","life","view","1798","complete","british","government","state","acts","pocket","regulating","house","1796","death","together","france","illustrated","complete"
"37","court","george","1792","ships","king","use","sunday","life","british","george","better","honourable","life","law","request","british","view","law","majestys","every","passed","george","joseph","trial","honourable","death","12th","life","1793","college","war","british","authors","improvement"
"38","better","acts","hundred","limited","collection","thousand","cuts","law","george","remarks","present","original","law","british","chapel","george","james","france","james","persons","request","remarks","`","original","original","novel","importation","law","june","notes","city","george","young","covent-garden"
"39","war","honourable","man","place","view","edition","entertaining","france","remarks","acts","peter","king","france","george","within","remarks","complete","british","complete","performed","june","acts","chaplain","address","king","christ","navigable","france","ireland","law","better","remarks","german","new"
"40","politics","original","july","edinburgh","majestys","1797","maintaining","british","acts","honourable","articles","collection","british","remarks","1797","acts","address","george","address","including","sermon","honourable","principal","repository","collection","therein","1796","british","addressed","lords","arts","acts","public","amend"
"41","causes","king","nature","different","james","1798","god","george","honourable","original","hints","view","george","acts","persons","honourable","time","remarks","time","years","original","original","work","life","view","kotzebue","seven","george","whole","parish","peter","honourable","means","hundred"
"42","political","collection","reign","consideration","complete","intended","almanack","remarks","original","king","views","majestys","remarks","honourable","christian","original","use","acts","use","together","several","king","houses","literature","majestys","entertaining","1795","remarks","1799","sir","articles","original","list","town"
"43","comedy","view","charles","navigable","address","britain","four","acts","king","collection","recommended","james","acts","original","passed","king","1795","honourable","1795","war","sermons","collection","useful","series","james","miss","hundred","honourable","1794","young","hints","king","theatre-royal","council"
"44","april","majestys","last","appeals","time","government","cheap","honourable","collection","view","review","complete","honourable","king","f.r.s","collection","certain","original","certain","city","navy","view","anecdotes","pocket","complete","money","appeal","original","edition","duties","sacred","collection","treatise","state"
"45","therein","james","prefixed","acts","1795","`","amending","original","view","james","short","address","original","collection","service","view","various","king","various","list","illustrated","majestys","robert","correct","address","importation","maintaining","king","1797","german","facts","view","kingdom","bank"
"46","lists","complete","register","session","certain","principal","regulating","king","majestys","address","politics","time","king","view","sermons","majestys","1796","collection","1796","march","europe","complete","speech","political","time","navigable","house","collection","1798","subjects","concerning","majestys","covent-garden","story"
"47","exportation","address","henry","castle","various","speech","navigable","collection","james","time","island","1795","collection","majestys","importation","james","1793","view","june","college","selection","time","moral","paris","use","majesty","council","view","people","hundred","recommended","james","army","limited"
"48","cathedral","time","old","containing","1796","moral","schools","view","complete","1795","critical","certain","view","james","canal","complete","june","majestys","addressed","notes","repository","use","designed","authentic","1795","passed","charge","majestys","every","delivered","march","complete","places","appeals"
"49","literature","use","songs","therein","1793","designed","life","majestys","address","certain","mary","various","majestys","complete","prize","address","ireland","james","whole","appendix","right","1795","offices","book","certain","behalf","allowing","complete","act","man","politics","address","songs","affairs"
"50","kalendar","1795","commons","map","june","certain","mentioned","james","time","various","september","1796","james","time","register","use","addressed","complete","1799","lords","november","certain","december","lists","various","union","foreign","address","performed","july","commerce","time","corrected","therein"
"51","appeal","certain","theatre","valuable","ireland","offices","rev","complete","use","1796","ladies","1793","complete","use","better","1795","whole","address","1794","april","canal","various","1791","universal","1796","28th","amending","time","new","nature","pocket","use","remarks","proclamation"
"52","powers","various","india","case","addressed","making","best","address","1795","1793","appeals","june","address","1795","god","certain","1799","time","edition","illustrated","last","1793","lord","historical","1793","little","meeting","use","years","reign","college","1795","navy","land"
"53","within","1796","different","physicians","whole","france","song","time","certain","june","instruction","ireland","time","certain","july","various","1794","use","1797","parish","better","june","order","royal","june","united","peace","1795","together","charles","notes","certain","society","kotzebue"
"54","courts","1793","historical","london","1799","thomas","education","use","various","ireland","correspondence","addressed","use","various","jesus","1796","1797","1795","parts","sir","county","ireland","system","minister","ireland","amend","service","certain","short","prefixed","critical","various","proceedings","money"
"55","kotzebue","june","session","universal","1794","poem","bridge","1795","1796","addressed","comedy","whole","1795","1796","hundred","1793","parts","certain","people","duties","bishop","whole","poem","short","addressed","american","payment","various","city","principles","guide","1796","intituled","noble"
"56","theatre-royal","ireland","correct","bill","edition","age","new","certain","1793","whole","poetical","1799","certain","1793","thousand","june","1798","various","every","german","1798","1799","age","gospel","1799","address","saint","1796","country","register","mary","1793","service","cases"
"57","effectual","addressed","description","towns","parts","war","grammar","various","june","1799","poetry","1794","various","june","preventing","ireland","people","1796","persons","subjects","prefixed","1794","right","magazine","1794","elegant","time","1793","list","henry","september","june","1793","regulating"
"58","service","whole","london","illustrated","1798","annual","young","1796","ireland","1794","therein","edition","1796","ireland","1798","addressed","persons","1793","performed","1792","agriculture","edition","rector","plan","edition","manners","enable","june","march","honourable","ladies","ireland","characters","importation"
"59","scotland","1799","causes","tables","people","sketch","winchester","1793","addressed","edition","course","1797","1793","addressed","visitation","whole","performed","june","including","hundred","work","1797","annual","reading","1797","continue","holden","ireland","death","old","appeals","addressed","state","paul"
"60","catholic","1794","plan","time","every","religion","choice","june","whole","1797","days","parts","june","whole","river","1799","years","ireland","years","delivered","britain","parts","sketch","remarks","parts","eight","bills","addressed","college","commons","instruction","whole","political","income"
"61","poor","edition","political","medical","persons","french","better","ireland","1799","parts","city","1798","ireland","1799","effectual","1794","short","addressed","together","man","geography","1798","interesting","song","1798","within","proclamation","whole","notes","five","correspondence","1799","youth","tax"
"62","states","1797","member","sugar","performed","companion","sums","addressed","1794","1798","islands","people","addressed","1794","list","1797","war","1799","short","july","lord","people","officers","companion","people","choice","december","1799","appendix","theatre","comedy","1794","granting","last"
"63","navigable","parts","america","correct","including","passed","death","whole","edition","people","brief","every","whole","edition","lecturer","parts","city","1794","war","last","money","every","novel","theatre","every","full","vice-admiralty","1794","lords","india","poetical","edition","authentic","sir"
"64","army","1798","taken","modern","years","common","request","1799","1797","every","evening","persons","1799","1797","elections","1798","country","edition","country","prefixed","engravings","persons","westminster","sung","persons","river","exportation","edition","sunday","different","societies","1797","universal","extracts"
"65","amending","people","scotland","exportation","together","children","ladies","1794","parts","persons","pieces","performed","1794","1798","testament","people","list","1797","list","principles","hymns","performed","society","pamphlet","performed","intituled","money","1797","april","essay","therein","parts","celebrated","powers"
"66","french","every","four","covent-garden","short","peace","hymns","edition","1798","including","inhabitants","including","edition","people","court","every","march","parts","march","minister","kalendar","including","companion","1792","together","politics","militia","parts","illustrated","session","course","1798","lady","transactions"
"67","noble","persons","thousand","number","war","college","bills","1797","people","years","land","years","1797","every","diocese","persons","death","1798","death","register","paine","years","near","world","short","story","ships","1798","parish","description","days","people","scotland","better"
"68","exchequer","performed","kings","picturesque","city","request","spirits","parts","every","together","lately","short","parts","persons","several","performed","college","people","college","henry","december","together","passed","consisting","war","ladies","1798","people","sir","view","appendix","every","drawn","american"
"69","relating","including","respecting","maintaining","country","occasioned","town","1798","persons","short","geography","war","1798","performed","regulating","including","notes","persons","notes","songs","revenue","short","revolution","louis","city","affairs","gospel","every","young","plan","evening","persons","literature","within"
"70","time","years","commissioners","ladies","list","rights","june","people","performed","war","1790","city","people","including","cathedral","years","appendix","performed","appendix","commons","oxford","war","board","register","country","respecting","twenty-fifth","persons","duties","political","pieces","performed","names","whole"
"71","maintaining","short","improvement","genuine","march","poems","youth","every","including","city","physicians","country","every","years","17th","together","lords","including","lords","five","correct","city","common","work","list","convention","called","performed","german","member","inhabitants","including","whole","goods"
"72","elections","city","master","physician","college","sunday","sermons","persons","years","country","six","list","persons","together","allowing","short","sunday","years","sunday","theatre","appeal","country","peace","means","march","peace","river","including","subjects","america","land","years","improvement","master"
"73","debt","country","bishop","governors","notes","answer","enable","performed","together","list","money","march","performed","short","m.a","war","april","together","illustrated","india","christians","list","request","adventures","death","eminent","spirits","years","hundred","taken","1790","together","manners","continue"
"74","royal","list","general","pleasing","appendix","duty","performed","including","short","death","north","college","including","war","britain","city","illustrated","short","parish","different","ireland","march","november","age","college","private","parish","together","delivered","history","gentleman","short","street","adventures"
"75","allowing","march","earl","islands","lords","christ","river","years","war","college","arranged","notes","years","city","duty","country","parish","war","sir","historical","manner","death","price","friends","notes","militia","omitted","short","man","four","physicians","war","intended","song"
"76","26th","college","works","regulating","april","young","rebuses","together","city","notes","amusement","appendix","together","country","time","list","sir","city","young","session","amend","college","practical","william","appendix","williams","pay","war","july","william","writings","city","collection","board"
"77","laws","notes","poor","importation","illustrated","report","christ","short","country","appendix","hymns","sunday","short","list","19th","march","young","country","duties","correct","surgeon","notes","occasioned","character","lords","almanack","letter","city","nature","modern","money","country","view","21st"
"78","river","appendix","laws","debates","parish","hundred","version","war","list","lords","additional","april","war","march","diary","death","duties","list","german","description","rector","lords","rights","songs","sunday","additional","respondents","country","reign","thousand","engravings","list","laws","tragedy"
"79","bridge","lords","government","treason","sir","trial","amusement","city","march","sunday","journal","parish","city","death","tracts","college","german","march","subjects","causes","rev","sunday","god","nation","april","counties","present","list","charles","christian","arranged","march","parts","full"
"80","passed","sunday","joseph","committee","young","theatre-royal","importation","country","death","april","kalendar","sir","country","college","28th","appendix","subjects","death","1792","plan","religion","april","poems","reflections","parish","honourable","28th","march","last","kings","amusement","death","engraved","navigation"
"81","register","april","`","eminent","duties","man","repealing","list","college","illustrated","university","young","list","notes","noble","lords","1792","college","hundred","political","street","illustrated","language","occasioned","young","paine","bridge","death","chapel","respecting","hymns","college","curious","river"
"82","professor","illustrated","agriculture","lands","german","revenue","theatre-royal","march","notes","parish","sung","duties","march","appendix","winchester","sunday","hundred","notes","delivered","member","america","parish","particularly","james","duties","proprietors","monday","college","principles","commissioners","sunday","notes","people","f.r.s"
"83","baronets","parish","called","internal","subjects","third","christians","death","appendix","sir","paine","german","death","lords","twenty-fifth","april","delivered","appendix","man","scotland","ships","sir","answer","designed","german","irish","19th","appendix","minister","master","middlesex","appendix","narrative","comedy"
"84","master","sir","principal","vessels","1792","reflections","adventures","college","lords","young","philosophical","1792","college","sunday","imported","illustrated","man","lords","july","four","continue","young","duty","thoughts","subjects","cheap","enabling","lords","register","earl","additional","lords","adapted","barrister"
"85","italian","young","houses","following","hundred","high","called","notes","sunday","duties","words","hundred","notes","april","seven","parish","july","sunday","nature","modern","universities","duties","company","annexed","1792","memoirs","sums","sunday","old","subject","friends","sunday","called","army"
"86","seven","duties","useful","navigation","delivered","kingdom","songs","appendix","april","subjects","nation","delivered","appendix","illustrated","case","sir","nature","april","reign","thousand","samuel","german","natural","complete","hundred","catholic","lord","april","songs","joseph","journal","april","entertaining","islands"
"87","term","german","anecdotes","spirits","man","covent-garden","evening","lords","illustrated","1792","divine","man","lords","parish","offices","young","reign","illustrated","charles","christian","gentlemans","subjects","select","considered","delivered","library","tuesday","illustrated","richard","`","kalendar","illustrated","persons","time"
"88","ships","subjects","robert","1795","july","a.m","purposes","sunday","parish","hundred","union","july","sunday","sir","making","duties","charles","parish","last","kings","council","1792","lists","college","man","cuts","continuing","parish","commons","called","university","parish","large","exchequer"
"89","behalf","1792","designed","rights","nature","practice","worship","april","sir","delivered","march","reign","april","young","money","german","last","sir","chapel","respecting","eight","hundred","means","amusement","july","serious","21st","sir","five","principal","sung","sir","tables","enable"
"90","parishes","hundred","offices","additions","reign","shewing","passages","illustrated","young","man","death","charles","illustrated","duties","parishes","subjects","chapel","young","prefixed","commissioners","navigation","delivered","christ","paine","nature","next","court","young","theatre","anecdotes","paine","young","literary","company"
"91","vice-admiralty","delivered","making","russia","charles","appeal","use","parish","duties","july","founded","last","parish","german","county","1792","prefixed","duties","principles","improvement","roman","man","rules","impartial","reign","beauties","pounds","duties","india","speech","testament","duties","medical","militia"
"92","28th","man","1791","arrangement","last","places","allowing","sir","german","reign","truth","chapel","sir","subjects","fast","hundred","principles","subjects","minister","master","respective","july","john","report","charles","history","high","german","different","moral","society","german","table","almanack"
"93","1798","july","national","24th","chapel","society","family","young","subjects","charles","drury-lane","prefixed","young","1792","improving","delivered","minister","1792","register","world","discourse","nature","variety","edition","last","psalms","granted","subjects","historical","offices","nation","subjects","francis","sense"
"94","kingdom","nature","order","plates","principles","sermons","holy","duties","1792","last","events","principles","duties","hundred","vice-admiralty","man","register","hundred","henry","bishop","thousand","reign","clergy","anecdotes","chapel","sugar","24th","1792","session","making","effects","1792","private","effectual"
"95","universities","reign","system","better","minister","charles","jests","german","hundred","prefixed","college","minister","german","delivered","prebendary","july","henry","delivered","old","intended","service","charles","committee","interesting","prefixed","sold","people","hundred","correct","december","april","hundred","speech","war"
"96","officers","charles","relative","drawn","register","seven","clergy","subjects","delivered","minister","office","register","subjects","man","navigable","nature","old","man","songs","earl","baronets","last","report","poem","principles","among","term","delivered","description","national","divine","delivered","law","rules"
"97","1799","last","age","present","henry","case","knowledge","1792","man","register","professor","henry","1792","july","goods","reign","songs","july","richard","works","presented","chapel","thoughts","country","minister","regulating","30th","man","causes","wales","sense","man","music","cuts"
"98","militia","chapel","annual","rivers","old","cases","chiefly","hundred","july","henry","improved","old","hundred","nature","houses","charles","richard","nature","commons","poor","limited","principles","trial","general","register","gospel","copies","july","political","poem","union","july","time","edinburgh"
"99","preventing","prefixed","sketch","reported","richard","town","july","delivered","nature","old","concise","songs","delivered","reign","eight","last","commons","reign","five","laws","board","minister","good","tragedy","henry","select","purposes","reign","member","age","parish","nature","remarkable","british"
"100","drury-lane","principles","interesting","high","commons","corrected","omitted","man","reign","songs","little","richard","man","charles","minister","chapel","five","charles","theatre","government","common","register","theatre-royal","novel","old","payment","gracious","charles","america","rector","truth","reign","years","merchants"
