"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"27","granting","husband","livre","friend","cattle","compass","set","worms","judgments","catechetical","flatulencies","chaldron","moreover","consecration","leicester-fields","copper","pieces","addison","keeping","windows","southwark"
"28","granted","predecessors","romaine","true","hops","six","collection","estimate","holland","court-house","seasonably","rocks","apart","lordships","jail-delivery","description","another","consisting","musical","cent","occasion"
"29","highways","journey","juges","whipping-tom","townshend","variety","john","onania","departed","children","apostates","courses","perkins","proceedings","secundi","every","end","english","middle-latitude","maps","samuel"
"30","roads","treble-violin","dieu","review","history","organ","sebastian","deaths","curate","peace","woolston","harbours","childrens","possessions","angelo","authors","new","clothier","reckonings","leaseholds","preached"
"31","twenty","pauvres","tribunal","narrative","spelman","psalm-tunes","ethics","jury","resurrection","precincts","packingtons","navigation","venereal","wade","lune","illustrated","1724","academy","grossly","islands","nov"
"32","majestys","ordres","imperio","examinations","medicorum","new","home-circuit","felon","excellent","gospel","puff-in","rates","godly","exploded",",̆","viz","exact","antonio","rhumb-lines","lives","occasioned"
"33","therein","assiento","serenissimæ","follies","irish","bass","cursitors","arch-deaconry","william","sermon","stay-at-home","straits","tend","compleats","picts","best","letters","stories","windward","anglicanum","reynolds"
"34","statutes","goodmans-fields","piæ","remarks","bishop","contrived","bailiff","comic","language","father","craccow","logarithms","garways","stock","oporto","book","shewing","revelation","sea-quadrant","willm","hallet"
"35","ninth","shakespeare","potentissimæ","debts","treaty","sett","bail-bonds","french","blessed","societies","damp-fart","duties","page","craggs","denying","particular","time","cast","fore-staff","globe","neal"
"36","estates","dance","gubernatio","memory","lavenement","sacra","suspected","quarter-sessions","memory","mistresses","robins","islands","sung","otherwise","cup","publishd","true","containing","sea-compass","annuity","calamy"
"37","intituled","lincolns-inn","ecclesiastica","satire","histoire","musica","submissions","executed","parish-church","1728","anti-christ","tides","vice","petitions","apocryphal","whole","england","hereford","azimuth-compass","russian","matthew"
"38","britain","majestys","veritable","thomson","henri","subscription","affirmations","grand","address","teutschen","free-gift","minute","comfort","relation","montanism","use","london","chemistry","disturbed","worth","christians"
"39","thousand","sion-college","reginæ","eusden","housewife","printing","retorna","domestick","charity","exhorting","norfolk","sines","wing","south-sea-company","contributors","account","great","farriers","lee-way","christleton","daniel"
"40","eighth","exercised","elizabethæ","bundled","collector","psalms","brevium","occurrences","gods","concerned","worshippers","describing","tunes","abridgement","mortimer","sebastian","containing","jonathans","description","north","lords-day"
"41","whereas","immersion","religio","catherine","berriman","four","retorn","tragedy","preachd","god","dunkirk","depths","cure","archbishop","collier","ethics","account","kettlewell","geometrical","learning","harris"
"42","assembled","edition","dun","company","france","college","retorns","game","happy","juries","infidels","meridional","bradshaw","prideaux","stewards","home-circuit","john","staunton","navigation","piazza","norman"
"43","exchequer","civil","angliæ","independent","botany","winchester","trover","memorandums","friday","gonson","w-","enlarged","gregs","boroughs","romish","cursitors","sebastian","kenn","laid","globular","prescience"
"44","lottery","brocoli","piazza","lover","plates","versions","torts","monastery","sacred","ollyffe","downfall","coasts","northumberland-house","labours","divided","bailiff","ethics","monks","eclipses","doors","fancourt"
"45","malt","cardoon","regni","wood","high","ease","wrongs","marriages","british","kimbel","short-hand","tables","youth","report","parergon","bail-bonds","home-circuit","denne","use","cyphers","newman"
"46","king","celeriac","grace","robbing","illustrated","psalm","practick","behaviour","recommended","liberty","deny","mathematical","charing-cross","a.m","juris","suspected","cursitors","literal","common","canons","died"
"47","tickets","fenochi","relation","letters","invasions","truly","custumary","confession","full","und","fleet","banks","olympia","commons","canonici","submissions","bailiff","dhay-market","find","eugenius","jeremiah"
"48","hundred","foyne","sebastian","faithful","pastoral","proper","decreed","keep","sermon","sonntage","miscellany","carolina","dōmata","aislabie","anglicani","affirmations","bail-bonds","bisse","traverses","strangers","christianity"
"49","term","clover","ethics","reflections","fruits","thirty","summarily","craftsman","jesus","londen","devil","quadrant","rising","deputy-cashier","subtlety","retorna","suspected","content","workmen","isle","exon"
"50","persons","clay","home-circuit","pamphlet","secretaries","diverting","viscounts","worth","eminent","publick-houses","meditation","currents","churches","abettors","barbarism","brevium","submissions","gill","nocturnal","architecture","managers"
"51","called","country","cursitors","related","danes","pleasant","marquesses","health","love","so-ever","beast","able","see","proprietors","invaded","retorn","affirmations","rector","star","dugdales","religion"
"52","cyder","françois","bailiff","consideration","ground","sung","gravestones","astronomy","january","virtuous","fanaticks","construction","gout","lincolnshire","politer","retorns","retorna","diseases","sea-journal","nautical","desire"
"53","prorogations","voted","bail-bonds","examination","crops","additions","preferments","instant","1723","idleness","exit","place","ballads","partiality","ayliffe","trover","brevium","chaplain","meridional","years","jabez"
"54","preventing","theatrical","suspected","house","chorea","bishop","clynocfawr","flanders","1720","northwood","mad","imported","songs","miseries","malden","torts","retorn","devotions","chart","covent-garden","hurrion"
"55","river","somme","submissions","story","gigantum","proposals","supplementary","idalia","father","heylyn","colley","coals","diary","vindication","esdras","wrongs","retorns","wells","shewed","empires","considered"
"56","payment","mille","affirmations","actors","charleton","lovers","gresford","mouths","practice","lords-supper","cuzzoni","tonnage","next","names","anstis","practick","trover","bridges","niches","clopton","hand-alley"
"57","regni","accordée","retorna","feeling","webbs","ballads","ichnography","comedians","christ","kingstone","skirmish","poundage","hebrew","house","brocas","custumary","torts","shaw","groins","halley","pinners-hall"
"58","seventh","refugiez","brevium","quick","suitors","william","carlisle","register","nature","tower-hill","boschi","impost","womans","sale","converts","decreed","wrongs","sailing","twisted","sweden","bourn"
"59","punishing","administrée","retorn","national","sharp","chapel","precentors","drury-lane","george","held","disordures","distances","evening","conference","ezra","summarily","practick","cut","rails","prospects","colossians"
"60","aid","seigneurs","retorns","efficacy","henriade","within","archdeacons","dying","god","prayers","bast","salt","collected","accomptant","wolsey","viscounts","custumary","parts","staircases","distance","dunton"
"61","ascertaining","nommez","trover","freeholders","loccasion","improvement","stall","weights","true","friday","arse-mini","antegoa","cornhil","list","garter","marquesses","decreed","dictionary","joiners","abbey","gospel"
"62","magnæ","commissaires","torts","trade","bretagne","found","archeadonries","several","honourable","wendover","tory","barmudoes","given","total","italian","gravestones","summarily","animal","mercators","rare","scriptures"
"63","franciæ","granted","wrongs","affairs","mort","songs","deanaries","hutcheson","life","disney","loan","caribbe","conferred","parkers","jeremy","preferments","viscounts","fish","exactness","penman","christian"
"64","regulating","dancing","practick","artifices","s.t","tho","impropriated","exchanges","right","reformation","high-german","new-jerzey","terrible","decay","civil-law","clynocfawr","marquesses","norwich","improvements","bickham","trinity"
"65","law","booth","custumary","meads","engelbert","cure","rectify","malicious","lord","february","pownd","dellewar-bay","astrological","appendix","canon-law","supplementary","gravestones","hospitals","arches","sculp","considerd"
"66","rector","livres","decreed","septennial","kæmpfers","table","honores","sorts","sebastian","instruction","challengd","mary-land","fair-sex","addition","sophistry","gresford","preferments","devon","bricklayers","engagd","grove"
"67","twelfth","angleterre","summarily","calld","fenelon","john","francisci","docteur","ethics","july","pension-bill","north-sea","robin","company","epistolary","ichnography","clynocfawr","ordering","properest","antiqua","chandler"
"68","mum","sous","viscounts","fatal","hop","divine","baconi","cox","home-circuit","admonition","horrid","cattegatt","anthems","others","preference","carlisle","supplementary","altar","computing","priscis","discourse"
"69","duty","dipping","marquesses","lately","barwick","common","baronis","herod","cursitors","bishop","shades","southern","disease","support","clergy","precentors","gresford","copious","quite","romanis","vindication"
"70","pounds","country-dances","gravestones","executed","recueil","set","verulamio","fentons","bailiff","negroes","disputation","streights-mouth","chamberlens","papists","origin","archdeacons","ichnography","congreve","places","cognita","taylor"
"71","hiberniæ","prefixd","preferments","examind","peri","edition","vicecomitis","deities","bail-bonds","encourage","ass","madera","laying","head","morerys","stall","carlisle","testament","easy","eruere","ipswich"
"72","claims","reading","clynocfawr","weekly","principia","manner","albani","transported","suspected","stroud","cause","western-islands","planets","credit","quarto","archeadonries","precentors","dissertations","nature","conabatur","hellens"
"73","requiring","racine","supplementary","bill","kyriou","majestys","magni","vines","submissions","wiltshire","fair","sea-coast","others","lincoln","merit","deanaries","archdeacons","experiments","carpenters","gordonius","howe"
"74","apprehending","church-yard","gresford","inoculating","husbandry","old","angliae","bladder","affirmations","vandenhoeck","owing","greenvile","conferrd","christs","lee","impropriated","stall","dialogues","departure","straloch","wherwell"
"75","repealing","eusebius","ichnography","tragedy","concluded","royal","cancellarii","os","retorna","foreign","wrote","moussons","southing","carefully","maria","rectify","archeadonries","met","geometrically","mid-part","god"
"76","seventeenth","bacchus","carlisle","behaviour","index","shewing","comprehensa","provincial","brevium","devout","tryal","101000","morning","counties","infallibility","honores","deanaries","generation","declination","kirkenbright","simon"
"77","annuities","maubray","precentors","hayes","indexes","containing","autographorum","fancies","retorn","society","stock","logarithm","sloane","smith","death-bed","francisci","impropriated","disloyalty","nautical","roxburgh","applyd"
"78","anne","sprinkling","archdeacons","england","planting","collection","emendantur","horns","retorns","commissions","lately","10,000,000","psalm-tunes","fable","variations","baconi","rectify","assignd","builders","selkirk","ætat"
"79","appointed","tribes","stall","insolvent","director","sebastian","nonnulla","catholick-religion","trover","employing","letter","logarithmick","set","relating","books","baronis","honores","shipwreckd","ascension","etterick","petty-france"
"80","majesties","psalms","archeadonries","cato","french","ethics","deprompta","remarkable","torts","ordinary","incident","versed","moon","real","lord-mayor","verulamio","francisci","judaism","ship","forrest","catechisms"
"81","parish","oeuvres","deanaries","dunciad","antiquities","home-circuit","prodeunt","inn","wrongs","westminster","denomination","savilian","gleets","visitation","constantinople","vicecomitis","baconi","slaves","took","dumfries","supports"
"82","relief","kitchen","impropriated","beaux","copper","cursitors","rawleys","lecturer","practick","thursday","colonel","antigua","refugees","thereupon","annoq","albani","baronis","solomons","general","nithisdale","grosvenor"
"83","securing","bass-viol","rectify","annes","quatuor","bailiff","instauratio","inscribd","custumary","masters","orator","bermudas","eronania","consequences","mulgrave","magni","verulamio","significations","contained","dumfrieshire","burrow"
"84","britanniæ","bass","honores","fraudulent","inigo","bail-bonds","augmentis","princes","decreed","common-prayer","peachum","dellevar-bay","sooner","prebendary","normanby","angliae","vicecomitis","completions","erroneous","eusdale","enty"
"85","abstract","valuing","francisci","cartouche","earths","suspected","organum","education","summarily","beverley","occasional","currens","parkers","thoughts","free-school","cancellarii","albani","garrisons","carpenter","eskdale","hanover-street"
"86","holden","member","baconi","killing","lorrain","submissions","summond","wonders","viscounts","mdccxx","country-journal","coal-dealers","forth","respective","superstitious","comprehensa","magni","tho","turning","liddesdale","minister"
"87","town","service","baronis","park","academia","affirmations","permitting","cold","marquesses","missionaries","debates","chaldrons","aspects","nation","transubstantiation","autographorum","angliae","parcels","halfpenny","roxbourghshire","discourses"
"88","frauds","produce","verulamio","knavery","couronne","retorna","vouchsafed","divers","gravestones","gonsons","monster","vatts","whole","corrected","burlington","emendantur","cancellarii","flora","confusion","berwick","worship"
"89","tenth","worth","vicecomitis","claridge","voltaire","brevium","doyly","advice","preferments","markwick","beau","40l","constitution","supplement","editor","nonnulla","comprehensa","country-wake","charts","mers","ministry"
"90","widening","distribution","albani","pudding","degentium","retorn","ginge-hospital","poems","clynocfawr","ver","sometime","8d","tate","presented","bartholomew","deprompta","autographorum","bullock","architect","lauderdale","jan"
"91","quarentine","flute","magni","specifick","conditione","retorns","whitelocke","characters","supplementary","justices","spanish","meteage","cures","objections","laity","prodeunt","emendantur","moguls","dances","luthian","occasiond"
"92","diligently","leaseholds","angliae","pride","thumb","trover","pipe","happend","gresford","request","caleb","oldner","meteorological","personal","vicar","rawleys","nonnulla","vow","short","mid-lothian","dissenters"
"93","desertion","through-bass","cancellarii","winter","antiquary","torts","wagstaffs","cuts","ichnography","manners","danvers","speedily","gadbury","money","introduction","instauratio","deprompta","avenge","rome","haddington","portsmouth"
"94","provision","theorbo-lute","comprehensa","s-t","mosess","wrongs","perrott","viz","carlisle","vicar","wild","euclidean","swallow","therein","pauls","augmentis","prodeunt","persians","fixed","tweddale","dying"
"95","appropriating","harpsichord","autographorum","respect","custody","practick","slare","added","precentors","cities","seasonable","orthographic","worlds","estate","commentators","organum","rawleys","gauging","davis","peebles","recommended"
"96","trustees","revenues","emendantur","considerations","level","custumary","honoris","poem","archdeacons","serious","flying","stereographic","bookseller","vicar","sight","summond","instauratio","laity","shew","clydsdale","chubb"
"97","laws","dancing-master","nonnulla","free","viscount","decreed","terrarum","thief","stall","sixteenth","ch","appulses","weaknesses","trade","purgatory","permitting","augmentis","approved","trigonometry","lanerk","settling"
"98","temporal","cent","deprompta","small","dissertation","summarily","villarum","sw-ft","archeadonries","lincoln","speech","occultations","exchange-gate","joseph","thoyras","vouchsafed","organum","exposition","irregular","kyle","c.m"
"99","purposes","keeper","prodeunt","writ","profits","viscounts","edwini","suppression","deanaries","tower","friend","right-ascensions","devreux-court","cambridge","tindal","doyly","summond","eastern","sailing","renfrew","assemblys"
"100","lands","patris","rawleys","birth-day","timber","marquesses","comitis","ministre","impropriated","promote","boy","flamstedian","onan","great","markd","ginge-hospital","permitting","tradesmen","suns","cunningham","sincerity"
