"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29"
"15","within","english","knowledge","royal","majestys","letters","english","whole","english","amend","within","america","time","revenue","modern","complete","acts","essay","allowing","whole","notes","principles","observations","kingdom","sermon","parish","letters","english","john"
"16","commons","letter","samuel","letters","remarks","complete","letter","use","letter","london","middlesex","remarks","thomas","kingdom","true","lord","letters","english","duties","general","college","baronets","preached","public","william","granting","lord","letter","remarks"
"17","granting","state","trade","complete","majesty","lord","state","general","state","use","limited","society","together","new","universities","whole","sir","letters","amend","sermon","christ","universities","church","certain","law","seven","whole","state","edition"
"18","almanack","royal","1769","lord","society","whole","royal","rev","royal","goods","almanack","french","britain","certain","addressed","use","principles","account","preventing","law","years","best","collection","easy","preached","old","use","royal","ireland"
"19","limited","letters","cases","use","french","use","letters","sermon","letters","britain","signor","correct","life","practice","annual","general","baronets","kalendar","saint","observations","natural","short","time","christian","church","duties","general","letters","william"
"20","signor","complete","charles","general","method","general","complete","william","lord","commissioners","amend","revenue","city","description","westminster","rev","religion","different","mentioned","preached","old","addressed","together","parts","relative","regulating","sermon","complete","register"
"21","house","lord","relative","rev","original","rev","lord","law","whole","making","majesty","houses","every","lists","shewing","sermon","laws","view","intituled","church","performed","annual","britain","lists","oxford","time","william","lord","george"
"22","mentioned","whole","oxford","sermon","ireland","sermon","whole","observations","general","duty","thomas","preached","offices","language","curious","law","reign","illustrated","purposes","parts","corrected","complete","life","royal","1774","lord","law","whole","revenue"
"23","hay-market","use","1774","william","british","william","use","preached","rev","address","appointed","kingdom","majestys","prefixed","parish","observations","particular","register","paving","collection","acts","westminster","city","thomas","sermons","better","preached","use","great"
"24","amend","general","sermons","law","different","law","general","church","sermon","regulating","reign","certain","majesty","christ","occasioned","preached","modern","observations","thursday","court","sir","appendix","every","christ","introduction","exportation","church","general","death"
"25","duties","rev","introduction","preached","king","observations","rev","parts","william","seven","saint","scotland","society","letter","session","church","universities","principles","lighting","time","principles","shewing","offices","performed","collection","mentioned","parts","rev","kingdom"
"26","better","sermon","principal","church","essay","preached","sermon","collection","law","exportation","charge","practice","containing","years","hundred","parts","best","corrected","thousand","thomas","baronets","curious","new","acts","1770","within","court","sermon","certain"
"27","present","william","1770","parts","useful","church","william","court","observations","preventing","thirteenth","christian","french","old","army","court","answer","french","promoting","britain","religion","colonies","america","baronets","chaplain","saint","thomas","william","reverend"
"28","regulating","law","chaplain","collection","illustrated","parts","law","time","preached","farmers","thursday","public","method","performed","1768","time","short","lists","request","life","laws","work","majestys","religion","companion","allowing","together","law","christian"
"29","thirteenth","observations","companion","court","register","collection","observations","thomas","church","serious","god","concerning","edition","corrected","world","thomas","addressed","annual","psalms","city","reign","parish","majesty","reign","series","world","britain","observations","address"
"30","saint","preached","series","time","correct","court","preached","together","parts","duties","majestys","parts","original","baronets","including","together","annual","young","amending","every","modern","considered","society","particular","lords","duty","life","preached","god"
"31","passed","church","third","thomas","persons","together","church","britain","collection","lords","better","plan","ireland","particular","eminent","britain","westminster","method","exportation","offices","universities","session","french","universities","third","effectual","city","church","notes"
"32","king","parts","kalendar","together","george","britain","parts","life","court","churches","allowing","lists","british","modern","book","life","appendix","edition","streets","america","best","hundred","edition","annual","kalendar","continue","every","parts","britain"
"33","session","collection","physicians","britain","revenue","life","collection","city","time","acts","version","several","different","universities","lady","city","shewing","list","continue","majestys","answer","army","original","westminster","physicians","every","offices","collection","christ"
"34","hundred","court","gentlemen","life","houses","every","court","offices","thomas","india","preserving","language","various","answer","practical","every","curious","peers","sermon","remarks","short","1768","ireland","colonies","words","hundred","right","court","years"
"35","theatre-royal","time","commons","city","list","offices","time","right","together","fifth","continue","college","king","short","treatise","offices","colonies","universities","omitted","majesty","addressed","member","british","work","court","county","america","time","performed"
"36","time","thomas","navy","every","view","right","thomas","america","britain","streets","grace","christ","nature","appendix","within","right","work","occasioned","cleansing","society","annual","including","different","considered","private","curious","majestys","thomas","corrected"
"37","colonies","together","critical","offices","act","america","together","majestys","life","town","robert","corrected","useful","occasioned","directions","america","parish","military","preached","french","westminster","eminent","various","session","gentlemen","thousand","remarks","together","city"
"38","comedy","britain","testament","right","county","majestys","britain","remarks","city","river","opera","acts","illustrated","hundred","government","majestys","considered","life","majestys","method","appendix","practical","king","army","commons","bench","majesty","britain","acts"
"39","opera","life","select","america","james","remarks","life","majesty","every","plantations","river","principles","register","last","subject","remarks","occasioned","miss","continuing","edition","shewing","treatise","nature","america","navy","lighting","society","life","sir"
"40","music","city","names","majestys","honourable","majesty","city","society","offices","called","mary","baronets","correct","army","officers","majesty","session","physicians","acts","original","curious","directions","useful","majestys","critical","companion","french","city","baronets"
"41","parliament","every","court","remarks","poem","society","every","french","right","ladies","regulating","religion","persons","including","whole","society","hundred","embellished","relates","ireland","colonies","government","illustrated","including","testament","payment","method","every","religion"
"42","effectual","offices","music","majesty","kingdom","french","offices","method","america","paving","committee","laws","george","within","tables","french","last","new","duty","british","parish","order","register","eminent","names","imported","edition","offices","reign"
"43","lands","right","taken","society","certain","method","right","original","majestys","colonies","jesus","reign","revenue","ireland","authors","edition","army","language","thirteenth","different","considered","subject","correct","book","music","river","original","right","right"
"44","curious","america","cure","french","easy","original","america","ireland","remarks","plain","comic","modern","manner","order","plain","original","lord","benjamin","gracious","king","occasioned","officers","persons","practical","taken","cuts","ireland","america","universities"
"45","preventing","majestys","rector","edition","house","ireland","majestys","british","majesty","easy","hay-market","universities","list","officers","places","ireland","1768","appendix","passed","nature","session","books","george","treatise","cure","money","british","majestys","history"
"46","importation","remarks","rules","original","scotland","british","remarks","different","society","lighting","literature","answer","view","people","use","british","world","offices","worship","essay","hundred","tables","revenue","within","rector","eighth","different","remarks","answer"
"47","government","majesty","free","ireland","reverend","different","majesty","various","french","amending","paving","annual","death","called","celebrated","different","member","considered","gibbons","useful","last","authors","houses","use","rules","parishes","king","majesty","short"
"48","sixth","society","holy","british","practice","various","society","king","edition","continuing","humble","westminster","county","king","knowledge","various","eminent","various","time","illustrated","army","called","manner","majesty","free","house","nature","society","addressed"
"49","foreign","french","bishop","different","christian","king","french","nature","original","islands","mentioned","appendix","subjects","plain","samuel","king","lady","authors","f.r.s","register","royal","common","view","officers","holy","diary","useful","french","annual"
"50","paving","method","academy","various","description","nature","method","essay","ireland","great","house","colonies","james","historical","trade","nature","practical","religion","prevent","correct","1768","places","death","general","bishop","enable","illustrated","method","colonies"
"51","collection","edition","arts","king","particularly","essay","edition","useful","british","allowing","lands","work","honourable","samuel","necessary","essay","treatise","extensive","death","persons","world","historical","subjects","sermon","academy","kent","register","edition","parish"
"52","allowing","original","poems","nature","young","useful","ireland","illustrated","different","prints","liberty","considered","poem","necessary","cases","useful","man","academy","annoyances","revenue","member","celebrated","honourable","tables","arts","little","correct","original","considered"
"53","adventures","ireland","middlesex","essay","four","register","british","register","various","cleansing","purposes","session","kingdom","register","charles","illustrated","within","curious","ireland","houses","including","trade","poem","places","thousand","penalties","persons","ireland","occasioned"
"54","exportation","british","theatre","useful","plan","correct","different","correct","king","white","lighting","hundred","certain","kalendar","relative","register","government","engraved","atlas","manner","eminent","necessary","kingdom","england","poems","gentlemans","george","british","majesty"
"55","service","different","military","register","lists","persons","various","persons","nature","effectual","amending","army","easy","physicians","oxford","correct","subject","hitherto","vain","list","book","proper","certain","history","middlesex","brady","revenue","different","session"
"56","lighting","various","kings","correct","address","george","king","george","essay","laws","honourable","world","house","words","introduction","persons","officers","performed","watching","view","lady","1769","house","method","theatre","divisions","houses","various","1768"
"57","amending","king","table","persons","language","revenue","essay","revenue","useful","illustrated","statutes","right","scotland","commons","principal","george","books","moral","sermons","death","practical","cases","scotland","1774","military","relates","manner","king","lady"
"58","tragedy","nature","diseases","george","god","houses","useful","houses","illustrated","selected","dialogue","including","reverend","navy","1770","revenue","authors","nature","seven","james","treatise","oxford","practice","ireland","kings","passed","list","nature","within"
"59","seven","essay","henry","revenue","college","manner","illustrated","manner","register","sixth","session","practical","practice","parts","chaplain","houses","people","death","regis","kingdom","letters","1774","christian","sermons","diseases","georgii","view","essay","government"
"60","payment","useful","songs","houses","christ","list","register","list","correct","worship","proposed","treatise","christian","testament","companion","manner","called","dissertation","offices","certain","man","sermons","description","introduction","henry","tate","death","useful","subject"
"61","drury-lane","illustrated","moral","manner","years","death","correct","death","persons","manufactures","bill","majestys","description","names","series","list","plain","theatre","expunged","house","within","introduction","young","rational","songs","judges","county","illustrated","books"
"62","company","register","collected","list","natural","subjects","persons","county","george","opera","time","within","concerning","collection","lords","view","historical","signor","translators","scotland","directions","rev","four","writing","moral","spirits","subjects","register","authors"
"63","tenth","correct","duty","view","old","james","george","subjects","revenue","branches","seven","government","particularly","music","third","death","celebrated","establishments","interpolations","reverend","government","principal","plan","languages","collected","lands","james","correct","people"
"64","performd","persons","1775","death","performed","honourable","revenue","james","houses","song","cleansing","majesty","young","cure","kalendar","county","knowledge","found","exported","practice","subject","1770","gentleman","east-india","thomas","gracious","honourable","persons","british"
"65","granted","george","1767","county","variety","poem","houses","honourable","manner","variety","free","whole","four","free","private","subjects","trade","music","children","christian","officers","chaplain","lists","queen","others","prayers","poem","george","different"
"66","agriculture","revenue","relating","subjects","acts","kingdom","manner","poem","list","vindication","highness","officers","plan","holy","gentlemen","james","necessary","whole","meeting","description","books","companion","country","german","duty","execution","kingdom","revenue","celebrated"
"67","communicated","houses","1772","james","sir","certain","list","kingdom","view","favourite","duties","books","gentleman","added","commons","honourable","1769","cure","parliament","concerning","complete","sermon","language","lands","1775","preserving","easy","houses","cases"
"68","dominions","manner","request","honourable","principles","easy","view","certain","death","southwark","tenth","tables","lists","middlesex","navy","poem","cases","member","wheat","particularly","tables","lords","god","promoting","duties","paving","house","manner","charles"
"69","royal","list","university","poem","baronets","house","death","easy","county","county","duke","common","country","military","critical","kingdom","charles","including","com","young","authors","third","notes","reasons","1767","necessary","scotland","list","nature"
"70","covent-garden","view","engraved","kingdom","religion","scotland","county","house","subjects","schools","request","plain","address","kings","names","certain","relative","practical","raised","four","called","kalendar","college","composed","relating","sixth","reverend","view","relative"
"71","kingdom","death","miss","certain","laws","reverend","subjects","scotland","james","relating","prayer","historical","language","songs","music","easy","oxford","true","flour","plan","common","physicians","christ","corn","1772","age","practice","death","oxford"
"72","queen","county","improvements","easy","reign","practice","james","reverend","honourable","enable","charity","enable","prefixed","tour","cure","house","1774","deans","securing","lists","plain","words","years","encouragement","dissertation","wit","christian","county","1774"
"73","wilkes","subjects","ancient","house","particular","christian","poem","practice","poem","gardening","ephemeris","ministers","god","parishes","rector","scotland","sermons","poems","effectual","country","places","william","natural","translation","request","near","description","subjects","sermons"
"74","songs","james","poor","scotland","modern","description","kingdom","christian","kingdom","relates","parish-church","agents","notes","branches","rules","reverend","introduction","man","punishing","address","historical","private","performed","office","designed","version","concerning","james","1770"
"75","penalties","honourable","friend","reverend","true","concerning","certain","description","certain","customs","christ-church","spiritual","act","learning","free","practice","general","poem","mutiny","language","celebrated","gentlemen","corrected","doctrines","university","substance","particularly","honourable","chaplain"
"76","repository","poem","david","practice","universities","particularly","easy","concerning","easy","publick","sentence","trade","college","petition","bishop","christian","rev","bankers","george","prefixed","knowledge","commons","variety","preface","engraved","towns","young","poem","series"
"77","courts","kingdom","hitherto","christian","best","young","house","particularly","house","comic","whitefield","necessary","christ","geography","academy","concerning","principal","variety","desertion","god","samuel","navy","acts","gracious","miss","1774","four","kingdom","london"
"78","wit","certain","number","description","answer","four","scotland","four","scotland","administration","preventing","supplement","years","liberties","thousand","particularly","1770","cuts","robin","notes","necessary","critical","sir","courts","improvements","amending","plan","certain","kalendar"
"79","georgii","easy","joseph","concerning","short","gentleman","reverend","plan","reverend","parliament","liberties","truth","natural","publication","middlesex","young","chaplain","directions","lanes","college","proper","testament","principles","painting","ancient","fifth","lists","easy","physicians"
"80","tate","house","works","particularly","addressed","lists","practice","gentleman","practice","sciences","street","question","old","roads","theatre","four","companion","family","noted","christ","lord","select","baronets","buildings","poor","streets","address","house","words"
"81","fair","scotland","memoirs","young","annual","country","christian","lists","christian","protestant","occasioned","proved","performed","interest","military","plan","series","particular","schools","years","1769","names","religion","islands","friend","pounds","language","scotland","gentlemen"
"82","north","reverend","hospitals","four","westminster","address","description","country","description","reply","ministers","13th","corrected","song","kings","gentleman","sermon","plain","begun","natural","cases","music","laws","school","david","taking","prefixed","reverend","commons"
"83","sung","practice","commerce","plan","appendix","language","concerning","language","concerning","merchants","service","rights","variety","chief","full","lists","lords","discourse","indemnify","performed","relative","taken","reign","applied","hitherto","publick","god","practice","critical"
"84","bill","christian","town","gentleman","shewing","prefixed","particularly","prefixed","particularly","sung","protestant","faithful","acts","summoned","law","country","third","college","educated","variety","oxford","cure","particular","word","number","guide","notes","christian","persons"
"85","stock","description","dictionary","lists","colonies","god","young","god","young","lands","truth","writing","sir","favourite","table","address","kalendar","parts","keeping","acts","sermons","rector","true","allowing","joseph","genuine","college","description","select"
"86","establishing","concerning","earl","country","parish","notes","four","notes","four","table","evening","languages","principles","husbandry","diseases","language","physicians","virtues","payment","sir","introduction","free","universities","travels","works","departed","christ","concerning","cure"
"87","museum","particularly","richard","address","considered","college","plan","college","plan","kept","lords","cases","baronets","south","henry","prefixed","words","meet","edinburgh","principles","principal","holy","best","statutes","memoirs","ships","years","particularly","rector"
"88","bay","young","remarkable","language","occasioned","christ","gentleman","christ","lists","encouragement","making","east-india","religion","grand","songs","god","william","clearly","read","baronets","1770","bishop","answer","ll.d","hospitals","cleansing","natural","young","free"
"89","comic","four","pieces","prefixed","session","years","lists","years","country","gracious","promoting","queen","laws","fables","large","notes","private","essays","repairing","religion","chaplain","arts","short","philosophy","commerce","omitted","old","four","holy"
"90","river","plan","peers","god","hundred","natural","country","natural","address","every","faith","german","reign","light","moral","college","gentlemen","universal","tenth","laws","companion","poems","addressed","either","town","heroic","performed","plan","bishop"
"91","dramatic","gentleman","lately","notes","army","old","address","old","language","places","gracious","lands","particular","christianity","collected","christ","commons","hay-market","called","reign","series","middlesex","annual","dialogue","dictionary","sexes","corrected","gentleman","payment"
"92","farmers","lists","intituled","college","1768","performed","language","performed","prefixed","purposes","divinity","promoting","modern","introductory","making","years","navy","drury-lane","diary","particular","lords","theatre","westminster","review","earl","laid","variety","lists","whose"
"93","experiments","country","intended","christ","world","corrected","prefixed","corrected","god","minister","effectual","reasons","true","duties","others","natural","critical","natural","christ-church","modern","third","military","appendix","commonly","richard","roads","acts","country","farmers"
"94","regis","address","doctrine","years","member","variety","god","variety","notes","dissenters","church","composed","universities","imperial","duty","old","testament","13th","regulating","true","kalendar","kings","shewing","kalendar","remarkable","manner","sir","address","impartial"
"95","removing","language","ladies","natural","including","acts","notes","acts","college","collection","serious","relative","best","seventh","1775","corrected","select","familiar","special","universities","physicians","table","curious","tracts","peers","beginning","principles","language","instruction"
"96","speech","prefixed","thoughts","old","eminent","principles","college","sir","christ","majestys","dissenters","oxford","short","instructive","duties","variety","names","every","ships","answer","words","diseases","colonies","version","lately","question","baronets","prefixed","construction"
"97","george","god","therein","performed","book","baronets","christ","principles","years","arguments","king","corn","addressed","view","1767","acts","music","thoughts","bissextile","addressed","private","songs","work","substance","intituled","kingdoms","religion","god","hebrew"
"98","cases","notes","vicar","corrected","practical","religion","years","baronets","natural","days","fellow","encouragement","annual","amusement","relating","sir","cure","plates","society","annual","gentlemen","large","considered","appeal","intended","month","laws","notes","poems"
"99","continue","college","methods","acts","treatise","laws","natural","laws","old","penalties","penalties","translation","westminster","gardening","1772","principles","rector","explained","embellished","westminster","commons","moral","occasioned","physicians","ladies","entertaining","reign","college","former"
"100","ordinary","christ","fellow","sir","man","reign","old","reign","performed","directions","continuing","doctor","appendix","relates","dissertation","baronets","rules","nations","cuts","appendix","navy","collected","session","words","thoughts","faithful","particular","christ","continue"
