"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"81","mother","consett","palatine","historical","shop-partner","catechism","commerce","sion-college","fatal","shop-partner","thousandth","sub-dean","teii","bockler","ethic","dependence","liberty","jealousy","hour","teii","saturday"
"82","sorts","constancy","punishing","ejectments","evincing","scriptures","waggon","sociétés","story","evincing","saltzburg","sculptures","accuratè","caus","imperium","terræfiliuss","taken","carolinæ","broken","accuratè","correct"
"83","heart","trojan","george","woolen","rolt","christs","mistress","bonheur","insolvents","rolt","common-prayer","finding","perpetuis","flemmings","pelagi","irreligion","never","archiatri","lord","perpetuis","establishment"
"84","scriblerus","epic","provision","skinner","musa","popery","budgells","oracle","cadiere","musa","qualche","indies","numeris","basins","lyrick","embarking","eminent","hieronymi","handel","numeris","libri"
"85","seeds","panthea","enabling","magna","fidibus","joseph","seconded","bottle","barbarous","fidibus","hudleston","uses","paraphrasticè","vernacula","pindars","sudds","company","vidæ","famous","paraphrasticè","salary"
"86","orator","aetiology","continue","surrenders","divos","ætat","embellishments","farquhar","ministry","divos","wendover","attributes","expressâ","dependence","reach","weakest","set","cremonensis","forth","expressâ","benefactions"
"87","title","putrid","britanniæ","extinguishment","puerosq","enlargements","ben","mens-meeting","actors","puerosq","kimbel","style","perhibentur","terræfiliuss","verge","commonalty","compleat","albæ","fits","perhibentur","britannicus"
"88","raising","agues","indemnify","replevins","deorum","earle","brocas","penmen","tythes","deorum","church","wells","poetriæ","irreligion","lawrence-jewry","chirurgeons","westminster","dialogi","servant","poetriæ","saxon"
"89","choice","peruvianus","widening","rescous","hor","petty-france","saved","plural","besse","hor","ignorant","saints","reasoners","embarking","arraigning","athelwold","city","rei-publicæ","version","reasoners","cyphers"
"90","baths","chalybeat","offenders","permissive","praprhased","cael","thrown","summond","test-acts","praprhased","questions","essays","dariuss","sudds","doddington","counting-room","court","ignitate","eclipses","dariuss","curiosity"
"91","midd","pondus","scotland","trespasses","harlequin-horace","colossians","vote","replication","transparent","harlequin-horace","god","creation","farrago","weakest","jealousy","shop-partner","britain","additis","diversion","farrago","fraternity"
"92","players","prayers","statutes","cathedrals","volunteer-laureat","gospel","gospel-revelation","cradle","pudding","volunteer-laureat","ordinary","congreve","assuring","commonalty","carolinæ","evincing","relating","indicibus","anthems","assuring","magistrates"
"93","discussd","sundays","temporal","alienations","dormer","gods","rd","henrick","garter","dormer","martins","voyage","wares","chirurgeons","archiatri","rolt","shewing","accuratis","golden","wares","ballad"
"94","insert","points","enable","sales","laodicean","dying","tragedies","evadne","mother","laodicean","rome","several","phliosophical","athelwold","hieronymi","musa","containing","visct","humphreys","phliosophical","great-britain"
"95","quantities","wisdom","appropriating","censurd","anakreontos","scriptural","mask","church-door","dedicatory","anakreontos","knowledge","used","arne","counting-room","vidæ","fidibus","state","radewitz","stars","arne","fine"
"96","foyne","catholick","supplies","sancti","teiou","8th","oldcastle","engages","baronets","teiou","liberties","aldermen","counterpart","shop-partner","cremonensis","divos","new","hydraulicks","sensible","counterpart","intitled"
"97","grasiers","9th","indentures","fermentation","melē","happiness","watling-street","henricks","osborne","melē","2d","containing","state-dunces","evincing","albæ","puerosq","together","noblemens","anni","state-dunces","church-liturgy"
"98","germany","gaining","town","hambleton","anacreontis","pastor","rapsody","termd","consequences","anacreontis","commissions","tongue","vice-presidents","rolt","dialogi","deorum","use","distributing","houses","vice-presidents","ja"
"99","quaker","scudamore","prevent","febribus","teii","treaty","bodleian","mitre","vindicated","teii","accountant","course","seedsman","musa","rei-publicæ","hor","several","corporate","whole","seedsman","chapels"
"100","dialogue","factions","lottery","negociators","accuratè","hebrews","cuckoldom","b-sh-ps","transactions","accuratè","disswasive","rogers","berries","fidibus","ignitate","praprhased","account","archimedes","russel-street","berries","endowments"
