"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"70","1732","duke","entertaining","happy","law","rank","paraphrase","large","request","letters","english","pamphlet","viz","order","country","letters","short","last","servants","viz","subject"
"71","examined","vindicated","intrigues","dialogue","useful","italian","remarks","chiefly","planets","years","method","lincolns-inn-fields","publick","defence","letters","years","rector","order","world","publick","words"
"72","father","almanack","ladies","vindication","best","pope","private","explained","eighth","last","acted","sternhold","law","particularly","last","order","books","defence","address","law","age"
"73","grand","names","marriage","majesty","country","poor","evening","father","payable","order","court","passed","useful","christ","order","defence","gentleman","particularly","minister","useful","courts"
"74","years","poor","remarks","commons","letters","company","roads","subjects","epistles","defence","preface","friday","best","particular","particularly","particularly","james","christ","lords","best","near"
"75","funeral","moral","physician","christians","years","effectual","five","given","language","particularly","university","lately","country","short","christ","christ","authors","particular","young","country","ministers"
"76","apology","member","various","war","last","seventh","grace","joseph","granted","christ","introduction","vindication","letters","rector","particular","particular","acted","short","m.a","letters","psalms"
"77","repeal","impartial","amours","lady","order","french","sacrament","best","fitted","particular","doctrine","man","years","city","short","short","peace","city","king","years","works"
"78","chester","vicar","roman","writings","defence","houses","rules","treatise","theatre-royal","short","treaty","deaths","last","books","rector","rector","every","books","reasons","last","servants"
"79","moliere","called","war","passed","particularly","parish","corporation","middlesex","alphabetical","rector","creation","extraordinary","order","westminster","city","city","discourse","compleat","ballad","order","improvement"
"80","version","clergy","sunday","acted","christ","speech","rome","plain","ephemeris","city","kingdom","quarter-sessions","defence","compleat","books","books","four","gentleman","treatise","defence","either"
"81","pleasant","1731","preachd","wednesday","particular","lincolns-inn-fields","murder","society","quarter-sessions","books","musick","pay","particularly","gentleman","westminster","westminster","lords","james","viz","particularly","concerning"
"82","better","university","craftsman","occasioned","short","commissioners","form","arts","daniel","westminster","progress","impartially","christ","james","compleat","compleat","natural","authors","occasioned","christ","characters"
"83","chief","introduction","country","works","rector","presented","word","books","comedy","compleat","common","horace","particular","authors","gentleman","gentleman","young","acted","commons","particular","motion"
"84","anniversary","doctrine","epistle","continued","city","city","divine","appendix","treaty","gentleman","europe","granted","short","acted","james","james","common","peace","george","short","granting"
"85","literal","treaty","jews","book","books","persons","scheme","courts","valuable","james","trade","scriblerus","rector","peace","authors","authors","modern","every","letters","rector","west"
"86","considered","queen","verse","funeral","westminster","lately","customs","parish-church","mary-le-bow","authors","certain","member","city","every","acted","acted","trade","discourse","westminster","city","journey"
"87","david","creation","london","ladies","compleat","manuscript","november","better","continuing","acted","stated","therein","books","discourse","peace","peace","friend","four","time","books","additional"
"88","hayes","objections","appendix","considerd","gentleman","ode","deliverd","improvement","hereford","peace","life","fire","westminster","four","discourse","every","lately","lords","list","westminster","preventing"
"89","indies","kingdom","civil","noted","james","third","behaviour","george","private","every","songs","deceased","compleat","lords","four","discourse","collected","natural","james","compleat","accounts"
"90","adapted","musick","useful","designd","authors","continued","foreign","days","authority","discourse","friend","metre","gentleman","natural","lords","four","others","young","jesus","gentleman","chronology"
"91","eclipses","conduct","modern","march","acted","great-britain","majesty","ireland","terms","four","civil","danger","james","young","natural","lords","people","common","poems","james","glory"
"92","leading","progress","recommended","doctrines","peace","estates","peter","held","teacher","lords","plates","coronation","authors","common","young","natural","holy","modern","british","authors","miss"
"93","months","proceedings","secret","physician","every","middlesex","a.m","corrected","godly","natural","lately","occasion","acted","trade","common","young","kings","trade","advice","acted","inquiry"
"94","hebrew","twenty","impartial","address","discourse","family","member","clergy","malt","young","age","watts","peace","friend","modern","common","exact","friend","humbly","peace","thereto"
"95","therein","1733","calld","minister","four","within","seven","discourses","viz","common","others","regulation","every","lately","lately","modern","subjects","lately","queen","every","improving"
"96","consisting","person","serious","private","lords","anniversary","taken","respect","hundred","trade","affairs","wrote","discourse","others","collected","trade","college","collected","case","discourse","sure"
"97","calld","duty","intitled","january","natural","country","domestick","repairing","chapter","friend","better","offered","four","people","people","friend","treatise","others","faith","four","surgeon"
"98","arabian","europe","reflections","addressd","young","small","children","kinds","watts","lately","edition","woollen","lords","holy","holy","lately","society","people","demonstrated","lords","march"
"99","sun","joseph","ancient","word","common","hopkins","cathedral","work","exchange","collected","great-britain","miscellany","natural","kings","kings","collected","commons","holy","transactions","natural","bishop"
"100","morning","certain","life","samuel","modern","sternhold","answer","effectual","apart","others","march","libel","young","exact","exact","others","sermons","kings","marriage","young","rising"
