"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"58","country","epistle","order","necklace","october","collected","observations","evening","majestys","sea","necessary","plates","lands","person","possessed","state","majestys","parentage","compleat","duty","repairing"
"59","secret","appointed","preached","corrupting","cure","poem","death","old","viz","true","french","liberty","vicar","richard","places","george","viz","occurrences","useful","1729","queen"
"60","hopkins","whatsoever","observations","nourishing","tunes","law","letters","february","collected","third","father","death","occasiond","christ","directions","britain","collected","domestick","kings","poem","lincolns-inn-fields"
"61","diverting","common","death","tate","time","city","majesty","bissextile","proper","impartial","remarkable","majesty","natural","particularly","plague","nature","proper","lately","exact","poems","trustees"
"62","departed","man","letters","six","inventory","treatise","old","jesus","poem","memoirs","sea","five","prefixd","june","never","majestys","poem","queens","illustrated","debts","high"
"63","defence","trust","majesty","lives","thousand","curious","state","lands","manner","trade","city","houses","samuel","sermons","sea","collected","manner","fund","college","law","tragedy"
"64","royal","hereditaments","old","reverend","personal","historical","george","vicar","law","university","death","writings","particularly","edition","cambridge","proper","law","happend","james","bishop","together"
"65","sternhold","tenements","state","ephemeris","particular","rector","britain","excepted","city","particularly","inventory","variety","lords","people","joseph","poem","city","bill","books","goods","ladies"
"66","fall","kingdom","george","hebrew","remarks","westminster","nature","south","treatise","directors","personal","tho","acted","years","table","manner","treatise","coronation","lords","forth","estate"
"67","impartially","middlesex","britain","morning","either","last","majestys","preachd","curious","seized","plates","occasions","estate","court","third","law","curious","jamess","four","1724","london"
"68","occasioned","private","nature","road","occasions","rules","viz","world","historical","intituled","courts","enquiry","paris","laws","parish","city","historical","eighth","learned","city","lives"
"69","essay","statutes","majestys","roads","characters","discourse","collected","trade","rector","list","gentlemen","courts","vindication","necessary","impartial","treatise","rector","weekly","psalms","possessed","marriage"
"70","whole","goods","viz","duty","acts","person","proper","poor","westminster","commons","customs","state","estates","short","memoirs","curious","westminster","foreign","holy","works","cases"
"71","french","1724","collected","tend","prince","richard","poem","diocese","last","laws","sacred","six","duties","request","trade","historical","last","town","ancient","cambridge","gent"
"72","proposals","fully","proper","astronomical","reason","christ","manner","sixth","rules","necessary","nature","ordinary","considerd","chaplain","university","rector","rules","cure","world","joseph","secret"
"73","seasonable","session","poem","service","general","particularly","law","chubb","discourse","almanack","funeral","certain","south-sea","compleat","principles","westminster","discourse","executed","lately","table","proceedings"
"74","creation","exact","manner","observation","funeral","june","city","comfort","person","introduction","since","characters","discourses","useful","directors","last","person","london","society","third","money"
"75","critical","friday","law","godly","since","others","treatise","metre","richard","lands","majestys","authority","money","kings","seized","rules","richard","better","vi","faith","city"
"76","lady","large","city","session","subjects","sermons","curious","reverend","particularly","better","diary","sacred","doctrine","exact","character","discourse","christ","acts","appendix","impartial","political"
"77","character","lord","treatise","mentioned","gospel","commons","historical","psalms","june","names","gospel","prince","religion","illustrated","intituled","person","particularly","ministers","done","university","ireland"
"78","human","commissioners","curious","revised","containing","people","rector","proclamation","others","king","william","given","friend","james","parliament","richard","june","continuing","father","oxford","hopkins"
"79","copy","happy","historical","quarter-sessions","tragedy","years","westminster","houses","sermons","copper","chattels","human","occasion","books","justice","christ","others","amending","authors","john","thousand"
"80","song","brief","rector","georgii","seven","court","last","company","commons","vindicated","method","funeral","inventory","four","1728","particularly","sermons","impartial","remarkable","directors","abstract"
"81","newgate","mentioned","westminster","chaplain","chattels","laws","rules","road","edition","churches","whatsoever","transactions","grace","learned","almanack","june","commons","eliza","set","seized","session"
"82","conduct","following","last","vice","consideration","necessary","discourse","scotland","people","estate","books","christians","personal","psalms","jesus","others","edition","irish","charles","character","orders"
"83","examination","directors","rules","anthems","appointed","short","person","apparel","years","paris","trust","diary","company","holy","considered","sermons","people","political","english","intituled","list"
"84","specimen","westminster","discourse","father","whatsoever","request","richard","1723","court","laid","hereditaments","gospel","exact","practice","lands","commons","years","stairs","1720","reasons","reign"
"85","metre","intituled","person","1726","age","chaplain","christ","great","laws","full","tenements","sunday","goods","ancient","principal","edition","court","sovereign","young","list","used"
"86","gospel","passed","richard","annuities","trust","company","particularly","right","necessary","vindication","best","francis","illustrated","world","minister","people","laws","advice","fellow","1728","houses"
"87","disease","famous","christ","rector","hereditaments","compleat","june","within","short","hundred","objections","called","fellow","lately","queen","years","necessary","increase","benefit","almanack","musick"
"88","faithfully","affairs","particularly","lord-mayor","tenements","useful","others","tend","request","scotland","consisting","tragedy","works","society","scripture","court","short","dnum","1723","m.a","chaplain"
"89","added","archbishop","june","meeting","anniversary","kings","sermons","literal","chaplain","estates","richard","chattels","memoirs","vi","better","laws","request","tobacco","subjects","vicar","ordinary"
"90","captain","repairing","others","seven","treatise","exact","commons","page","company","compleat","learned","consideration","richard","done","poor","necessary","chaplain","chamberlen","gentlemen","last","poem"
"91","anodyne","nations","sermons","game","good","illustrated","edition","granted","compleat","order","prayer","epistle","clergy","father","vindicated","short","company","term","taken","queen","gentleman"
"92","longitude","discourse","commons","stairs","songs","james","people","sometime","useful","england","notes","ladies","character","authors","churches","request","compleat","tower","divine","scripture","commissioners"
"93","ingenious","europe","edition","cathedral","theatre-royal","books","years","m.a","kings","according","statutes","age","house","remarkable","moral","chaplain","useful","diary","defence","poor","order"
"94","bradley","matters","people","books","commons","lords","court","set","exact","therein","considerd","trust","court","set","estate","company","kings","plague","january","discourse","noble"
"95","political","principal","years","leading","objections","learned","laws","funeral","illustrated","death","john","hereditaments","present","charles","paris","compleat","illustrated","stock","relation","copper","former"
"96","considerd","complete","court","astronomy","servants","holy","necessary","morning","college","physicians","march","tenements","principal","young","laid","useful","college","newgate","reign","estate","transactions"
"97","sung","creation","laws","tobacco","occasioned","practice","short","whether","james","money","law","anniversary","minister","common","full","kings","james","page","1722","religion","journal"
"98","narrative","singular","necessary","payable","gentleman","ancient","request","debts","books","doctrine","principles","theatre","scripture","practical","vindication","exact","books","granted","civil","vindication","sunday"
"99","advice","youth","short","sung","necessary","world","chaplain","discourses","lords","scheme","intituled","songs","lady","benefit","hundred","college","lords","impartially","clergy","richard","report"
"100","necklace","education","request","use","1721","lately","company","appointed","four","occasion","majesty","truth","funeral","1723","scotland","james","four","light","private","duties","goods"
