"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29"
"12","list","cromertie","tried","morning","buckinghamshire","errant","address","wells","cobham","cape-briton","navigators","granting","careless","attorneys","metre","bourbon","infirmary","tortola","separatim","parisian","queensberry","marshal","syren","indexes","reverend","ezek","urbium","engravd","white"
"13","state","mistress","falling","exact","wiltshire","plowing","called","sentences","ornamental","after-thought","logarithm","granted","mistakeings","statutes","lunations","bavaria","richmond","huntley","excusa","boy-girl","stir","tournay","rationally","dates","gibbons","treats","maxime","theatre-royal","oxford"
"14","kiss","kilmarnock","complaints","full","gratiam","weeds","common","oxon","somersetshire","radnor","capes","parliament","heedless","leases","wing","trade","drama","plunders","galeni","michael-anne","saunderson","bidder","cosmeticks","octavo","charity-school","anti-christ","insignium","receiving","concerning"
"15","satire","silvester","uncle","thursday","itinerantium","manures","old","gent","buckinghamshire","ethic","little-wild-street","gracious","imprinters","attorney","robin","version","infirmaries","obey","suasoria","drouart","chadwick","fatherless","recipes","enquire","cennick","translators","westmonasterii","introduction","whiston"
"16","poem","gaining","correspondent","list","curiosorum","grasses","lords","authentick","wiltshire","heroi-comic","bays","amending","workes","doctors","moon","lists","giocoso","school-mistresses","artes","carnaby-street","syddall","dsby","goldsmith","promotions","guyse","consequentially","municipii","sacrament","inquiries"
"17","war","sloth","blasphemy","town","itinerarium","cows","honourable","execution","bickham","inhabitant","jupiters","term","greys-inn","equity","setting","ballance","seamen","holme","emendate","vacherie","willding","in-dsby","distilling","commissioner","god","lay-methodists","sudovercencis","angling","electricity"
"18","topographical","quarrels","gazetteers","friend","britanniam","turneps","right","paul","gloucestershire","baliol","satellites","continuing","rescue","chancery","conjunctions","kan","ware","discipleship","imprimenda","brussells","battrah","party-prejudice","pastry","beautifully","infants","dutartres","regionumque","sciences","huntingdon"
"19","member","temptations","baptist","country","tentavit","mares","great","interest","carpenter","thief","computing","duties","new-fangled","assignments","peculiarly","companys","lawrence-jewry","garsdale","praefatione","keen","grouther","mry","brewing","con","occasion","peaceably","decem","variety","timber"
"20","friend","balmerino","parishes","persons","ogilbys","colts","lespion","used","oxfordshire","cornelius","halleys","better","speak","proceeding","stars","whet-stone","sick","obviated","disseritur","composd","stretton","ivalidating","modesty","peerage","heard","overthrown","milliaria","appointed","lincoln"
"21","apology","water","infant","gentleman","cambridgshire","hempstead","voyageur","reasons","neatly","cornhill","gunnery","thousand","maney-errours","landlords","southing","plaintiffs","goodmans-fields","unhappily","pronunciatione","hampshire","furnival","run","drinks","period","ascanius","wall","circumjacentium","associates","sufficient"
"22","court-martial","esteem","phillips","true","rutlandshire","diogeness","toutes","behaviour","temples","linen","stennett","georgii","nut","conveyancing","aspects","electorates","vanneschi","disunited","secundumne","vice-chancellor","gadd","struck","salves","bound","amory","grossest","delineatio","authorised","tar-water"
"23","inscribed","winnington","receive","letter","warwickshire","cynics","sortes","1749","calendar","operate","navigation","intituled","errours","dixon","merlinus","western","pel","ellwood","quantitatem","duetto","nicholson","dumb","ointments","gold","colonels","infallibility","ichnographica","academy","synge"
"24","detected","back-sword","norwich","account","-west","noon-day","sujets","account","berkshire","treaty","west-india","roads","maney","replevins","liberatus","ann","culpepper","bownas","accentum","noise","kennington","confounded","elixirs","treasury","faith","licensed","incohata","moravian","harvæi"
"25","pamphlets","capitals","city","lespion","-east","kislar","surnommé","oxford","viscount","poetical","tangents","bridge","charged","covenants","partridge","austria","acta","hall","melius","violin","dillons","prophetical","diet-drinks","division","recommended","infallibly","absoluta","newest","profound"
"26","drury-lane","moldings","usage","voyageur","-north","aga","chrétien","gentleman","beautiful","royal-exchange","allowance","town","poet","bankruptcy","meteorological","europe","nathanael","monthly","procedat","harpsichord","small-sword","fitz-crambo","syrups","depending","considered","holdsworth","topographo","arabian","puns"
"27","important","stair-cases","cast","toutes","guernfey","reis","errant","time","hampshire","knight","sizes","regis","maid","bankrupts","gadbury","appears","directory","call","euripidis","show","hill","whod","electuaries","report","represented","visionary","topographique","round","elaborate"
"28","epistle","madam","privileges","sortes","margins","effendi","plowing","majestys","picture","arnold","cables","majestys","emma","proctors","olympia","britannia","relief","perversions","hecuba","thousands","inverness","ttes","deanry","motions","ordination","self-love","villes","preparation","quibbles"
"29","troops","married","mouth","sujets","ingrossing","visier","weeds","life","architect","retirement","rope","mentioned","brown","buying","dōmata","baronets","encouraging","reached","orestes","portrait","margarets","jonah","parcels","resolutions","londons","prophetic","bourg","consisting","shet"
"30","lima","observance","cruel","surnommé","thorowgood","ragotski","manures","lespion","separate","visit","cordage","seven","formerly","fees","diurnal","devoted","webster","unfaithful","phoenissae","filed","fraser","nineveh","twenty-seven","orford","departed","abomination","deleurs","arithmetic","fourd"
"31","manifesto","avoiding","minister","chrétien","sculpsit","langallaere","grasses","voyageur","drawing","cape-breton","sherwins","twelfth","arne","argued","parkers","breeding","moons","rudd","antiquis","bass","blood","p-pes","1000","parliament","hymns","emblems","lespace","colony","generaul"
"32","broils","blessings","judgments","errant","landskips","scach","cows","toutes","sussex","crisis","walliss","saint","composd","meadowcourt","latitude","conduct","high-dutch","dobel","johannis","wonder","trials","stare","none","citizen","lestock","addington","dixneus","operations","coullected"
"33","country","secrets","recovery","plowing","relievo","moghul","turneps","sortes","value","spanish","sharps","acts","musical","arrests","lord","humourous","thundridge","retaking","ferè","thos","officers","land-forces","succinctly","contains","rev","consultation","longeur","warburton","grete"
"34","whitehead","brackets","3d","weeds","shadows","dey","mares","sujets","hertfordshire","removed","contraction","forty","prior","resolutions","worlds","poet-laureat","grace","manifestations","integris","psalm-singers","hunter","rampant","regulated","years","burroughs","johnson","treize","parts","caare"
"35","earl","chimney-pieces","10th","manures","luminaries","algier","colts","surnommé","article","poem","101000","therein","gentleman","arturi","brady","unfortunate","obras","epistle","alcestin","bethnal","1725","argenson","confectionary","connected","disc","beware","largeurdans","indies","painsh-tauking"
"36","great-britain","groins","modest","grasses","engravers","v-n","hempstead","chrétien","designs","interest","logarithmic","making","drama","psalmi","tate","passage","asaph","love","scholae","inrolled","execute","altitudes","pickling","peers","miscarriage","johnsons","font","sultaness","oour"
"37","light","examples","committee","cows","embroiderers","w-le","diogeness","errant","views","restored","versed-sines","amend","covent-garden","davidici","hebrew","charter","lord","quakers","numeral","named","yellow","non-associators","nightingale","union","sermons","school-feast","compris","galland","laurned"
"38","horace","miss","quakers","turneps","statuaries","fl-ry","cynics","plowing","building","essay","courses","thence","performd","selling","moreover","african","los","elders","legions","hear","sash","anatomicum","ecliptick","chancellor","escape","join","palais","ashley","countree-maun"
"39","nobleman","thomson","trinity","mares","jewellers","manhood","noon-day","weeds","essex","slain","ebbing","allowing","theatre","practice","solace","whitefield","humani","self-defence","sulla","caribbeana","beshit","skin","watermen","committee","occasioned","figurative","dhampton-court","enabled","bonniclabbero"
"40","inscribd","wish","norfolk","colts","jesuit","angiers","kislar","manures","surry","terrible","tide","britain","english","nonjurors","ungodly","abelard","duke","confederacy","spurious","blind","lillibullero","membrana","hoxton","30th","baptism","russel","chemins","plunket","drogheda"
"41","peace","wetenhall","surprizing","hempstead","rembold","meanwell","aga","grasses","twelve","distress","sea-gunners","ninth","right","stewards","nourishing","eloisa","overborovgh","marches","curavit","beggar","inducements","adiposa","four","speeches","chandler","subdue","sentiers","maclean","mendicant"
"42","sir","wilkes","received","diogeness","pricke","meek","reis","cows","engraved","nation","binning","payment","musick","riots","corrupting","monumental","audley","school-masters","pearson","songs","beaufort","veins","coachmen","price","request","enormous","rivieres","familiar","johns"
"43","fable","narrow","defended","cynics","georgius","apologist","effendi","turneps","explanation","natural","canticles","within","songs","1670","tend","arms","fens","dickinson","addidit","amazing","1667","arteries","bedford","bill","christians","georgics","ruisseaux","method","seed"
"44","exploded","raking","manufactures","noon-day","sculp","denies","visier","mares","plates","dead","diploma","powers","henry","extended","tycho","countries","pinnell","gifts","accesserunt","sugar-colonies","got","surface","balsams","together","divine","joined","bacs","samson","tar"
"45","scene","lady","enemies","kislar","fencing","emlyns","ragotski","colts","middlesex","cantos","tea-table","cyder","taken","citation","fixed","parliamentary","tythe","compassionate","adjuncta","thorough","numeration","pine","powders","restoration","life","margin","etangs","parish-church","owen"
"46","muse","architecture","postscript","aga","encloses","-what","langallaere","hempstead","offices","peace","bagatelles","river","royal","inhibition","repository","ocean","yvery","departed","graecae","clive","tower-hill","bluemantle","chairmen","exchequer","thomass","trapp","collines","performd","piers"
"47","epigram","trebeck","wilson","reis","disarms","-adult-baptizers","scach","diogeness","counties","sir","grand-master","preventing","new","floyer","perkins","power","germanica","ministry","markland","carter","southwark","pursuivant","porters","transactions","gravel-lane","abroad","bois","chaplain","tricks"
"48","examiners","godfrey","bishop","effendi","death-bed","-christian","moghul","cynics","kent","considered","sines","service","lespion","newark","apart","captain","charles","david","brutus","practitioners","francis","roque","exactest","numbers","cudworth","electoral","bruyeres","supper","occurrences"
"49","electorate","pulteney","londons","visier","bickham","infant-offspring","dey","noon-day","dialogue","fire","describing","hundred","voyageur","surrenders","referred","company","isaac","manifest","septuaginta","decree","narrative","pumpernicle","meats","delivered","quest","painter","pares","maps","dissertatio"
"50","sydney","sister","conversion","ragotski","gloucestershire","-some","algier","kislar","forty","observations","russia","decimo","toutes","extinguishment","eclipses","fitted","watches","misconduct","anthologia","comprised","behaviour","sweeden","cordials","orders","combined","commentators","eglises","examples","primitive"
"51","callao","cornices","suffolk","langallaere","positions","rite","v-n","aga","1750","imitation","able","malt","sortes","blown","decrease","privy","high-water","herein","pars","whereunto","james","skirmish","haberdashers-hospital","june","milner","directly","maisons","christian","church"
"52","pasquin","professions","appeal","scach","oxfordshire","vindications","w-le","reis","adapted","john","hodgson","mum","sujets","rescous","moons","defendants","gathering","philadelphia","tunstall","lee","forcing","progrese","clerkenwell","history","tabernacle","hoop-petticoat","jardins","fevers","trinity-college"
"53","marforio","wife","parents","moghul","proportions","quarendon","fl-ry","effendi","following","pope","currents","regni","surnommé","trespasses","51-","prolonging","astral","circumstance","perpetuis","six","s-","ey","mortality","seven","jennings","nelson","exactement","church","successive"
"54","pending","quality","word","dey","wales","deeply","manhood","visier","introduction","commerce","sea","certain","chrétien","fires","borough-town","elegies","vertues","baptism","etonensis","tutor","share","homeward-bound","stage-coaches","reasons","managers","imputed","lieux","martyrdom","mosaic"
"55","punchs","genuine","preacher","algier","berkshire","perswasions","angiers","ragotski","almanack","far","harbours","continue","errant","distraining","deg","clement","weather","gospel","sundays","moore","pleaded","errants","executor","robert","boston","saying","publiee","use","reflexions"
"56","chorus","farce","peter","v-n","partly","column","meanwell","langallaere","viz","review","charts","tenth","plowing","eloge","philomath","indisputable","rising","bell","holy-days","sixteen","trooper","tedeum","provisions","proceedings","salvation","philalethes","selon","neatly","john"
"57","fully","fortunate","southwark","w-le","hampshire","perishing","meek","scach","oxford","inscribed","conferrd","thirteenth","weeds","fontenelle","arrived","register","decrease","elder","ascribed","barbados","andrew","togerther","practically","commons","spirit","hickes","acte","manual","measuring"
"58","kalendar","lords","francis","fl-ry","restaurata","thurloe","apologist","moghul","every","thoughts","anchors","franciæ","manures","soreness","fitting","dialect","signs","dependents","curante","favourite","alexander","angust","fruit","1742","bp","virgils","kensington","robberies","constantia"
"59","fairly","hanover-square","masters","manhood","hookes","church-grandeur","denies","dey","particular","reason","rigging","hiberniæ","grasses","sloane","imprimatur","negroe-trade","advantages","profess","ecclesiastes","arne","1746","janus","principally","large","fleet","cranbrook","thirteen","anson","jurin"
"60","battle","turning","extraordinary","angiers","flintshire","place-bills","emlyns","algier","particularly","serious","constructing","fund","cows","vaughan","godly","enriching","bishop","cranbrook","paraphrasd","aged","joiners","frazer","prolonging","member","surprising","revd","ponts","georgia","siris"
"61","natural","prisoner","earthquakes","meanwell","antonini","foreman","-what","v-n","description","prayer","readily","regulating","turneps","210","ballads","enters","las","station","symon","selected","accuracy","ls","sorts","times","conversion","refusal","communes","120","miraculous"
"62","courtier","madrass","justice","meek","bedfordshire","alexis","-adult-baptizers","w-le","proper","universal","secants","assembled","mares","139","motions","huge","eminentes","profession","carmina","augustine","abernethy","drinking","parts","notes","substance","writ","brooks","credibility","notion"
"63","nothing","nabob","advice","apologist","huntingdonshire","subsidies","-christian","fl-ry","william","letter","sands","vicesimo","colts","dunmow","clocks","weighty","family","hearts","græca","venice","acquitted","lion","size","scotland","mediterranean","thundridge","environs","samuel","subsisted"
"64","juncture","richness","master","denies","monmouthshire","ee","infant-offspring","manhood","honourable","humbly","flowing","rates","hempstead","terrick","calculated","arabia","london","forfeited","suspected","green","ratcliffe","elegy","roots","remarkable","prayer","communicant","walls","directions","cloyne"
"65","exemplifyd","freezes","1750","emlyns","denbigh","mynheer-at","-some","angiers","england","near","variation","seventeenth","diogeness","toll","womans","polity","imprimatur","contradictions","thoma","chancery","imposed","courtiers","farthing","historical","narrative","murders","parlement","told","believe"
"66","patriot","ladys-woman","churches","-what","jersey","gratifying","rite","meanwell","right","college","nicholls","lottery","cynics","dogmersfield","version","home-clinches","preached","witness","magna","residing","dawson","secretary","carmen","earl","sufferings","pretences","ponds","hutchinson","experiments"
"67","pamphlet","lest","august","-adult-baptizers","acceptable","excluding","vindications","meek","whole","earl","ordnance","parish","noon-day","nonconformists","kind","unriddled","westminster","validity","morell","opera","portable","wit","collections","appointed","northampton","dream","jean","sykes","folkes"
"68","pope","reclaim","vindicated","-christian","front","wilmington","quarendon","apologist","lord","oxford","iron","called","kislar","apparitions","length","blazing","bermondsey","stand","notas","f.r.s","pocket-companion","successful","carriers","lords","commemoration","employment","southwark","entertainments","middleton"
"69","faction","inadvertently","preached","infant-offspring","waldeck","diverse","deeply","denies","containing","british","construction","importation","aga","immemorial","sensible","lime-street","rotherhith","labour","adjecit","west-indies","months","ballad","readers","publishd","hebden","shews","survey","engraved","chain"
"70","translator","p-y","behaviour","-some","lieutenant-colonel","leeward","perswasions","emlyns","lespion","death","theophilus","perry","reis","fairies","whitehall","russell","rappresentarsi","allies","pretences","ballads","rule","lamented","style","illustrated","august","muscipula","jamess","bishop","apostles"
"71","ministry","ch-es","parish-church","rite","broekhuysen","hollidays","column","-what","voyageur","gentleman","information","annuities","effendi","inquests","sun","superiority","nel","services","proverbs","clerks","thomas","mighty","torrington","house","mode","letters","borough","prayers","illustrate"
"72","lady","r-l-d","john","vindications","alphabets","counsels","perishing","-adult-baptizers","toutes","honourable","thickness","council","visier","privileges","astronomical","owens","dedicato","six","centum","died","regiment","foundling","intirely","every","wager","south-carolina","hampton-court","age","bulls"
"73","nation","venereis","richard","quarendon","rob","warnings","thurloe","-christian","sortes","right","tides","magnæ","ragotski","jonstoni","allowed","humorously","corporis","nations","charter-house","poets","july","bashful","meeting-houses","reign","unworthy","expressions","parks","collection","cheats"
"74","humorous","topicis","holy","deeply","recreation","disclosed","church-grandeur","infant-offspring","sujets","added","serenata","punishing","langallaere","serenissimi","fair-sex","lemuel","almanack","advice","tullius","come","dying","macpherson","intestates","relating","pox","benevolence","vallies","copper","workmen"
"75","heroic","tractatus","called","perswasions","industrious","contrivances","place-bills","-some","surnommé","several","allowd","holden","scach","principis","mathematicks","gulliver","swallow","unity","evident","merchant","david","luther","investigation","conduct","scott","prophecies","guineas","grammar","graecis"
"76","partiality","praxin","fellow","column","brooks","marlboroughs","foreman","rite","chrétien","sermon","soundings","indemnify","moghul","farmers","fashion","fontaine","moon","professors","orator","bill","pass","stroke","painters","last","hebrews","numb","springs","authors","overs"
"77","campaign","accomodatus","sermon","perishing","exemplified","party-gibberish","alexis","vindications","errant","lespion","diameters","appropriating","dey","canon","creation","ashburnham","returns","voltaire","writings","sung","artificers","protest","stages","proper","positive","altar","length","schools","mac"
"78","discussed","deyman","april","thurloe","hands","percival","subsidies","quarendon","plowing","voyageur","reckoning","widening","algier","determining","coelestial","urney","physical","eye","parish-churches","heard","foot-guards","cudgel","kinds","observations","national","effects","tres","translations","royston"
"79","dutch","emboldeneth","remarkable","church-grandeur","konigsegg","shaftesbury","ee","deeply","weeds","toutes","barbary","million","v-n","attornies","study","montfort","hertfordshire","testimony","used","poetical","promissory","mentz","concerns","state","proposed","destroy","sources","week","sayings"
"80","continent","thee","parish","place-bills","appendages","continual","mynheer-at","perswasions","manures","sortes","disaffection","eighteenth","w-le","high","laying","t-","properly","evangelical","marks","carefully","ogilvie","awake","universal","time","plea","arise","tous","nature","charles-town"
"81","motives","answerest","college","foreman","wil","summum","gratifying","column","grasses","sujets","transport","britanniæ","fl-ry","kings","high-church","cant","sternhold","conversations","creed","added","superficies","c-r","degrees","use","mills","webster","carte","representing","trye"
"82","servants","farnesio","containing","alexis","devonshire","bonum","excluding","perishing","cows","surnommé","maurice","relief","manhood","heads","referrd","balancing","literary","people","linguae","past","decimals","inability","birds","majestys","toulon","offerd","sheets","capacity","ædis"
"83","sessions","monarch","town","subsidies","shropshire","welsted","wilmington","thurloe","turneps","chrétien","greene","enable","angiers","authorities","horizon","senatorial","deserving","christ","notisque","drury-lane","proceedings","wrongs","complete","added","ordinance","posthumous","levee","words","tou"
"84","lovat","alarms","october","ee","westmoreland","cælias","diverse","church-grandeur","mares","errant","rivers","limited","meanwell","prerogative","welsh","harvides","drying","great-britain","notis","together","erroneous","wrath","brussels","present","harrison","chap","travel","aldermen","muscular"
"85","m-l","kindled","appointed","mynheer-at","worcestershire","there-from","leeward","place-bills","colts","plowing","score","explain","meek","freeman","vice","hanmerio","nightly","servant","forgery","essays","mdccxlvi","chatelain","prudently","letter","truth","forth","woods","wanting","scriptis"
"86","prussian","segovia","occasion","gratifying","furniture","prevails","hollidays","foreman","hempstead","weeds","poole","purposes","apologist","runcorn","32-","antwerp","arnolds","life","annotations","course","accepted","delighted","seventy-three","several","duelling","romish","metropolis","centurion","logan"
"87","second-rate","banished","oxford","excluding","architects","west-country","counsels","alexis","diogeness","manures","philanthropos","applying","denies","solicitors","queenborough","enqury","pintores","warning","antients","peter","procuring","exhibitions","septuagint","containing","anger","ll.d","hills","welsh","muley"
"88","negociating","adhered","rebellion","wilmington","farm-houses","clothier","warnings","subsidies","cynics","grasses","sailing","payable","emlyns","determinations","poor","lobkovvitz","estatuarios","qualifications","sincere","dissertations","youths","diagonal","devises","account","apparel","fashion","accurate","improvements","internally"
"89","hague","spains","1745","diverse","measurements","frankfort","disclosed","ee","noon-day","cows","tables","highways","-what","louisbourg","days","cheynes","sus","truth","nova","wrote","sliding","enchanter","send","lespion","frasers","degree","palaces","learn","archidiaconal"
"90","attention","asturias","manner","leeward","litany","remarkables","contrivances","mynheer-at","kislar","turneps","containd","houses","-adult-baptizers","table","renowned","pythagoras","por","coming","thereupon","dedicated","convicted","contiguous","squares","voyageur","superstitions","scene","finished","supplying","curll"
"91","puzzle","attendant","taken","hollidays","sussex","justifyd","marlboroughs","gratifying","aga","mares","travellers","twenty","-christian","worcester","conferred","barwick","palomino","6th","comment","performd","derwentwater","engraver","able","toutes","colman","sincere","main","anthem","teresia"
"92","inconsistencies","amply","particularly","counsels","round","court-history","party-gibberish","excluding","reis","colts","moreover","mutiny","infant-offspring","rights","latitudes","pitcairn","north-pole","related","excite","occasional","advertiser","butt","accidents","sortes","lowman","half","surveyor","lee","mosaick"
"93","discussion","sollicitous","1746","warnings","england","sopha","percival","wilmington","effendi","hempstead","solace","pounds","-some","elections","diversion","sewell","elevated","blessed","devotion","nature","partial","scrubs","scotch","sujets","drowning","book","londini","essentially","walbrook"
"94","honour","cockman","people","disclosed","derbyshire","crebillon","shaftesbury","diverse","visier","diogeness","ungodly","palatine","rite","common","theodore","115","indifferently","jesus","infidelity","divers","solids","bumper","tables","surnommé","hughes","learned","londres","prebendary","vulcano"
"95","prussia","m.ss","death","contrivances","wight","brandenburgh","continual","leeward","ragotski","cynics","nourishing","cleansing","vindications","estates","youth","breath","balsamick","mind","psalms","engraved","authentick","burlesque","pamela","chrétien","died","built","bridges","professor","playhouse"
"96","deism","awarded","religion","marlboroughs","herefordshire","grandpre","summum","hollidays","langallaere","noon-day","corrupting","york","quarendon","tour","prophane","self-existent","greenland","counsel","ely","revd","confinement","proud","frederick","errant","prove","connection","lanes","writing","cheat"
"97","grievances","prologues","present","party-gibberish","comparative","neville-holt-water","bonum","counsels","scach","kislar","vernon","exportation","deeply","matters","equation","spring-garden","eustachius","carlisle","solomon","famous","commission","stable","breeding","plowing","went","space","johanne","anniversary","vintners"
"98","h-r","epilogues","letter","percival","conducting","brickenden","welsted","warnings","moghul","aga","geography","effectually","perswasions","power","engaged","groans","sancti","remarks","patrick","surgeon","court","contest","names","weeds","enlargements","new","contenant","simples","wine-coopers"
"99","silence","metamorphosd","several","shaftesbury","estimates","gullivers","cælias","disclosed","dey","reis","length","provision","column","rules","particulars","fair","antiquarian","3d","conyers","pieces","e-","crab","receipts","manures","helens","books","westminster","histoire","fifty-eight"
"100","rehearsal","petticoat","remarks","continual","measurement","r-n","there-from","contrivances","algier","effendi","apart","repealing","perishing","practitioners","remembrancer","curing","modernised","holy","exposition","office","done","heroical","disease","grasses","earthquakes","enthusiasm","according","westminster-abbey","conserving"
