"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29"
"26","right","useful","king","making","king","cases","conduct","register","third","collected","illustrated","britain","french","french","forces","majesty","majestys","modern","honourable","every","mentioned","right","state","trade","king","time","right","method","right"
"27","king","book","majesty","preventing","majesty","robert","samuel","war","subject","request","britain","remarks","letters","letters","churchill","majestys","french","offices","society","treatise","former","king","george","great","majesty","thomas","king","nature","king"
"28","majesty","original","majestys","britain","majestys","passed","reflections","certain","companion","better","remarks","christian","thomas","time","hands","french","letters","february","state","notes","performed","majesty","reverend","years","majestys","observations","majesty","illustrated","majesty"
"29","majestys","easy","french","amend","french","case","different","james","annexed","fast","god","god","observations","thomas","exportation","letters","thomas","trade","george","principles","use","majestys","method","army","french","court","majestys","britain","majestys"
"30","french","persons","letters","regis","letters","members","modern","notes","sacred","discourses","proper","useful","court","observations","mentioned","time","observations","years","reverend","observations","letters","french","nature","others","letters","together","french","christian","french"
"31","letters","essay","time","sixty","time","age","offices","short","faith","service","original","proper","together","court","coast","thomas","court","charles","method","john","essays","letters","britain","peace","time","collection","letters","god","letters"
"32","time","rev","thomas","georgii","thomas","interspersed","collected","address","lords","di","five","book","collection","together","importation","observations","collection","army","nature","addressed","morning","time","christian","english","thomas","public","time","every","time"
"33","thomas","best","observations","meal","observations","liberty","ireland","religion","collection","within","government","original","public","collection","spanish","court","public","others","illustrated","royal","effectual","thomas","god","majesty","observations","city","thomas","proper","thomas"
"34","observations","british","court","allowing","court","designed","february","people","instructions","bishop","m.a","edition","city","public","performed","together","city","remarkable","remarks","member","a.m","observations","every","majestys","court","parts","observations","book","observations"
"35","court","concerning","together","gracious","together","land","william","answer","seven","preventing","dictionary","easy","parts","city","continuing","collection","parts","france","christian","church","testament","court","useful","publick","together","honourable","court","original","court"
"36","together","containing","collection","applying","collection","occasions","trade","sermon","love","morning","queen","essay","honourable","parts","drury-lane","city","honourable","parish","god","writers","children","together","proper","navy","collection","society","together","edition","collection"
"37","collection","death","public","effectual","public","interest","use","bishop","appendix","fifth","music","rev","society","honourable","george","parts","society","sermons","every","various","epistle","collection","book","reign","public","state","collection","easy","public"
"38","public","various","city","continuing","city","gentlemans","charles","set","thousand","1758","religious","best","state","society","sixty","honourable","state","times","useful","reflections","english","public","edition","fellow","city","george","public","persons","city"
"39","city","christ","parts","persons","parts","high","army","variety","making","intituled","cases","concerning","george","state","teatro","society","george","duties","proper","modern","christ","city","easy","added","parts","reverend","city","essay","parts"
"40","parts","lists","honourable","time","honourable","engraved","others","houses","public","prevent","writers","death","reverend","george","colonies","state","reverend","plan","book","state","cuts","parts","persons","private","honourable","method","parts","rev","honourable"
"41","honourable","shewing","society","leap-year","society","nations","discourse","poem","commerce","twenty","robert","various","method","reverend","theatre","george","method","list","original","authors","third","honourable","essay","present","society","nature","honourable","best","society"
"42","society","register","state","purposes","state","officers","oxford","authors","performed","certain","1765","christ","nature","nature","amend","reverend","nature","explained","edition","particular","considerations","society","rev","lists","state","illustrated","society","british","state"
"43","state","war","reverend","bissextile","george","fast","sermons","tables","noble","hebrew","passed","lists","illustrated","britain","regis","method","illustrated","gentlemen","easy","discourse","table","state","best","register","george","britain","state","concerning","george"
"44","george","certain","method","lands","reverend","granting","duties","1756","political","called","case","containing","britain","remarks","bissextile","nature","britain","natural","persons","remarks","works","george","british","war","reverend","remarks","george","four","reverend"
"45","reverend","james","nature","masters","method","ancient","plan","preached","gospel","1761","members","register","remarks","christian","securing","illustrated","remarks","duty","essay","review","queen","reverend","concerning","service","method","christian","reverend","manner","method"
"46","method","notes","britain","gill","nature","plates","list","necessary","friend","grace","age","war","christian","god","twenty","britain","christian","table","rev","music","members","method","four","according","nature","god","method","lists","nature"
"47","nature","short","remarks","variety","illustrated","london","explained","house","foreign","people","interspersed","certain","god","every","georgii","remarks","god","1757","best","conduct","diseases","nature","death","time","illustrated","every","nature","shewing","illustrated"
"48","illustrated","address","christian","embellished","britain","poems","gentlemen","request","november","additions","customs","james","every","useful","meal","christian","every","member","british","moral","making","britain","manner","particular","britain","useful","illustrated","register","britain"
"49","britain","religion","god","exportation","remarks","christians","humbly","country","delivered","britain","moral","particular","useful","proper","majestys","god","proper","rector","concerning","country","liberty","remarks","various","system","remarks","proper","britain","war","remarks"
"50","remarks","people","every","grain","christian","poor","natural","principles","never","thousand","liberty","notes","proper","book","anecdotes","every","book","session","four","religion","land","christian","christ","seven","christian","book","remarks","certain","christian"
"51","christian","description","useful","punishing","god","prince","critical","addressed","1762","relief","university","short","book","original","river","useful","original","publick","death","christians","military","god","lists","short","god","original","christian","particular","god"
"52","god","answer","proper","welch","every","occasion","duty","particularly","grace","limited","designed","address","original","edition","rappresentarsi","proper","edition","large","manner","reverend","world","every","shewing","thousand","every","edition","god","notes","every"
"53","every","bishop","book","atlas","useful","mentioned","universal","gentleman","words","sixty","land","religion","edition","persons","tend","book","easy","psalms","various","french","reign","useful","register","celebrated","useful","easy","every","short","useful"
"54","useful","subjects","original","com","proper","defence","table","rules","january","1759","occasions","true","easy","essay","selected","original","persons","navy","christ","never","annuities","proper","war","making","proper","persons","useful","address","proper"
"55","proper","set","edition","importation","book","former","sir","young","jesus","protestant","series","people","persons","rev","drama","edition","essay","reign","lists","charles","explaining","book","certain","eminent","book","essay","proper","true","book"
"56","book","variety","easy","called","original","pamphlet","1757","relating","inscribed","third","military","description","essay","best","farce","easy","rev","books","shewing","following","benefit","original","james","commerce","original","rev","book","people","original"
"57","original","houses","persons","tax","edition","churches","number","world","thursday","towards","interest","answer","rev","british","low","persons","best","fellow","register","earl","four","edition","particular","address","edition","best","original","description","edition"
"58","edition","poem","essay","commissioners","easy","papers","works","treatise","friday","parish-church","gentlemans","bishop","best","concerning","christ-church","essay","british","songs","certain","college","granted","easy","short","performed","easy","british","edition","answer","easy"
"59","easy","authors","rev","goods","persons","proceedings","member","considered","knowledge","securing","high","subjects","british","four","lands","rev","concerning","1761","particular","principal","malt","persons","address","political","persons","concerning","easy","bishop","persons"
"60","persons","curious","best","enabling","essay","national","practical","laws","henry","granted","engraved","set","concerning","death","wing","best","four","places","notes","eminent","statutes","essay","religion","foreign","essay","four","persons","subjects","essay"
"61","essay","westminster","british","quarters","rev","compiled","session","added","important","malt","officers","variety","four","manner","miss","british","death","testament","short","character","offices","rev","true","words","rev","death","essay","set","rev"
"62","rev","1756","concerning","expunged","best","masters","publick","college","children","gracious","german","houses","death","various","hebrew","concerning","manner","1763","address","february","1761","best","people","memoirs","best","manner","rev","variety","best"
"63","best","necessary","four","translators","british","ode","large","occasioned","memoirs","november","fast","poem","manner","christ","flour","four","various","work","religion","rules","covent-garden","british","answer","answer","british","various","best","houses","british"
"64","british","1759","death","vain","concerning","forth","kingdom","plain","money","applying","preface","authors","various","lists","ephemeris","death","christ","america","true","view","exportation","concerning","bishop","illustrated","concerning","christ","british","poem","concerning"
"65","concerning","house","manner","interpolations","four","review","psalms","law","david","almanack","edition","tables","christ","register","county","manner","lists","historical","people","doctrine","collected","four","houses","money","four","lists","concerning","authors","four"
"66","four","request","various","wheat","death","entertaining","navy","old","honourable","mentioned","granting","westminster","lists","war","atlas","various","shewing","richard","description","universal","poor","death","poem","david","death","shewing","four","curious","death"
"67","death","country","christ","securing","manner","academy","reign","almanack","better","exportation","ancient","necessary","shewing","certain","com","christ","register","1760","answer","true","philosophy","manner","authors","better","manner","register","death","tables","manner"
"68","manner","principles","lists","elegant","various","effectual","fellow","appointed","militia","lords","plates","1759","register","particular","politicks","lists","war","kings","bishop","illustrated","almanack","various","curious","militia","various","war","manner","westminster","various"
"69","various","addressed","shewing","regulation","christ","a.m","private","view","character","metre","youth","house","war","notes","gold","shewing","certain","service","subjects","thoughts","compiled","christ","tables","character","christ","certain","various","1756","christ"
"70","christ","gentleman","register","cyder","lists","forces","introduction","directions","great","national","poems","request","certain","address","britain","register","james","relative","set","plan","grammar","lists","westminster","christian","lists","james","christ","necessary","lists"
"71","lists","young","war","editors","shewing","means","1761","called","twenty","payment","discourses","country","james","religion","leap-year","war","particular","taken","variety","system","army","shewing","1756","recommended","shewing","particular","lists","house","register"
"72","shewing","relating","certain","passed","register","intituled","places","practice","march","support","christians","principles","particular","people","allowing","certain","notes","chaplain","houses","miss","america","register","necessary","set","register","notes","shewing","request","war"
"73","register","world","james","robin","war","heads","testament","1758","scripture","christs","poor","addressed","notes","answer","execution","james","short","divine","poem","different","edition","war","1759","ladies","war","short","register","country","certain"
"74","war","treatise","particular","indemnify","certain","characters","work","county","lady","charge","occasion","particularly","short","bishop","s.m.b","particular","address","third","authors","sunday","necessary","certain","house","thoughts","certain","address","war","particularly","james"
"75","certain","considered","notes","globes","james","highness","right","corrected","recommended","thursday","select","gentleman","address","subjects","musica","notes","religion","subject","tables","books","promoting","james","request","poem","particular","religion","certain","gentleman","particular"
"76","james","laws","address","fifty","particular","execution","america","last","duke","rector","mentioned","rules","religion","set","continue","short","true","companion","westminster","humbly","composed","particular","country","theatre","notes","people","james","rules","notes"
"77","particular","college","religion","mutiny","notes","genuine","historical","prefixed","lately","1760","defence","young","true","variety","corrupting","address","people","sacred","1756","public","majestys","notes","principles","near","short","description","particular","young","short"
"78","notes","occasioned","true","eleventh","short","nation","master","common","language","forth","former","relating","people","houses","continued","religion","description","faith","necessary","m.a","better","short","addressed","whole","address","answer","notes","relating","address"
"79","short","plain","people","service","address","theatre-royal","richard","holy","full","money","pamphlet","world","description","poem","silver","true","answer","according","1759","critical","taken","address","particularly","tables","religion","bishop","short","world","religion"
"80","address","law","description","aid","religion","office","1760","order","within","hospital","churches","treatise","answer","authors","omitted","people","bishop","1764","house","drawn","humble","religion","rules","wales","true","subjects","address","laws","true"
"81","religion","acts","answer","charged","true","authority","kings","samuel","ladies","promoting","persons","considered","bishop","curious","run","description","subjects","instructions","request","complete","rates","true","young","five","people","set","religion","college","people"
"82","true","old","bishop","level","people","hymns","service","principal","thoughts","exchequer","papers","laws","subjects","westminster","monies","bishop","set","king","country","correct","churchill","people","relating","sea","description","variety","true","acts","description"
"83","people","almanack","subjects","continue","description","serious","relative","different","theatre","contained","proceedings","college","set","1756","ungodly","subjects","variety","system","principles","a.m","river","answer","world","government","answer","houses","people","old","answer"
"84","description","appointed","set","annuities","answer","drury-lane","taken","modern","considerations","fifty","interesting","occasioned","variety","necessary","solace","set","houses","seven","addressed","remarkable","saviour","bishop","treatise","dictionary","bishop","poem","description","almanack","bishop"
"85","answer","view","variety","relief","bishop","schools","chaplain","offices","prayer","hundred","national","plain","houses","1759","moreover","variety","poem","love","particularly","occasions","additions","subjects","considered","necessary","subjects","authors","answer","appointed","subjects"
"86","bishop","complete","houses","effectually","subjects","business","divine","collected","good","designs","essay","law","poem","house","silk","houses","authors","celebrated","gentleman","request","country","set","laws","music","set","curious","bishop","view","set"
"87","subjects","directions","poem","fen","set","april","third","ireland","free","departed","compiled","acts","authors","request","applying","poem","curious","making","rules","four","lady","variety","college","religious","houses","tables","subjects","complete","variety"
"88","set","called","authors","licences","variety","consideration","subject","trade","compleat","spirits","grammar","old","curious","country","metre","authors","tables","commerce","young","gospel","subject","houses","occasioned","writers","authors","westminster","set","directions","houses"
"89","variety","man","curious","corn","houses","protestant","annexed","years","cambridge","happiness","rev","almanack","tables","addressed","allowed","curious","westminster","doctrine","world","poetical","description","poem","plain","1765","tables","1756","variety","man","poem"
"90","houses","practice","tables","style","poem","concerning","sacred","charles","society","purposes","masters","appointed","westminster","particularly","sea","tables","1756","performed","treatise","annual","explain","authors","law","passed","westminster","necessary","houses","practice","authors"
"91","poem","1758","westminster","begun","authors","colonies","faith","army","wales","sternhold","among","view","1756","gentleman","incorporated","westminster","necessary","political","considered","plain","virtues","curious","acts","customs","1756","1759","poem","1758","curious"
"92","authors","county","1756","money","curious","examples","according","others","authentic","cause","ode","complete","necessary","rules","sternhold","1756","1759","friend","laws","description","therein","tables","old","liberty","necessary","house","authors","county","tables"
"93","curious","hundred","necessary","best","tables","charity","lords","viz","sunday","parish","found","directions","1759","young","present","necessary","house","foreign","college","physicians","language","westminster","almanack","land","1759","request","curious","corrected","westminster"
"94","tables","last","1759","regni","westminster","exact","instructions","remarkable","government","hopkins","inhabitants","called","house","relating","performd","1759","request","november","occasioned","account","lords","1756","appointed","military","house","country","tables","hundred","1756"
"95","westminster","common","house","barley","1756","merchants","system","discourse","m.a","importation","forth","man","request","treatise","opera","house","country","delivered","plain","curious","respect","necessary","view","gentlemans","request","principles","westminster","prefixed","necessary"
"96","1756","order","request","thence","necessary","days","seven","oxford","dictionary","flour","essays","practice","country","considered","secret","request","principles","1762","law","inscribed","fourth","1759","complete","engraved","country","addressed","1756","holy","1759"
"97","necessary","conduct","country","raising","1759","father","love","parish","queen","presented","review","1758","principles","laws","prints","country","addressed","words","acts","best","towards","house","directions","german","principles","particularly","necessary","order","house"
"98","1759","samuel","principles","harbour","house","edward","appendix","sermons","music","roads","entertaining","corrected","addressed","college","money","principles","particularly","january","old","poems","end","request","called","granting","addressed","gentleman","1759","conduct","request"
"99","house","several","addressed","testaments","request","cure","thousand","times","religious","diary","academy","last","particularly","occasioned","tax","addressed","gentleman","jesus","almanack","discourses","opera","country","man","proper","particularly","rules","house","samuel","country"
"100","request","principal","particularly","desertion","country","death","celebrated","duties","cases","ephemeris","effectual","common","gentleman","law","godly","particularly","rules","majesty","appointed","examples","hopkins","principles","practice","young","gentleman","young","request","reflections","principles"
