"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"67","consisting","annual","scotland","known","concerning","plan","manner","kings","miss","useful","theatre-royal","thoughts","gracious","1775","hay-market","view","garrick","plan","essay","earl","charge"
"68","passed","addressed","language","laws","modern","annual","plan","designed","law","illustrated","plain","music","cleansing","bills","president","death","preached","annual","performed","richard","regis"
"69","watching","essay","subjects","genuine","theatre","view","annual","occasioned","ladies","list","occasioned","1772","saint","five","paving","address","modern","view","original","liberty","allowing"
"70","lanes","performed","corrected","drury-lane","country","addressed","view","knowledge","company","old","nature","universal","jesus","wit","1768","honourable","signor","addressed","death","civil","committee"
"71","indemnify","original","1774","poem","appendix","essay","essay","court","original","manner","henry","improvements","natural","preventing","hundred","principles","different","essay","address","officers","company"
"72","repairing","death","young","rates","practice","performed","performed","rules","necessary","plan","considered","speech","mary","saint","summoned","christian","celebrated","performed","honourable","1777","parishes"
"73","mayor","honourable","kingdom","compiled","called","original","original","subject","dedicated","annual","war","names","book","southwark","navigation","easy","historical","original","christian","consisting","seven"
"74","enable","principles","particularly","added","eminent","death","death","henry","middlesex","view","moral","kalendar","enable","establishments","deans","shewing","every","death","easy","taken","relates"
"75","payment","christian","army","places","hundred","address","address","making","town","addressed","earl","duty","assembled","goods","lighting","reign","illustrated","address","reign","select","john"
"76","com","easy","years","preventing","directions","honourable","principles","considered","essays","essay","richard","chaplain","psalms","place","continue","james","reflections","honourable","james","relative","bay"
"77","nuisances","shewing","within","last","variety","principles","christian","poems","physicians","performed","liberty","intended","embellished","correct","removing","acts","bells","principles","acts","better","right"
"78","omitted","reign","revenue","cuts","god","christian","easy","war","baronets","original","civil","critical","bissextile","bells","war","description","agents","christian","description","work","december"
"79","david","james","laws","view","places","easy","shewing","series","french","death","officers","gentlemans","vicar","formerly","different","scotland","appendix","easy","scotland","epistle","thirteenth"
"80","continuing","acts","parish","duties","last","shewing","reign","moral","seven","address","george","f.r.s","anniversary","agents","parish","language","remarks","shewing","corrected","others","appeal"
"81","begun","description","particular","goods","westminster","reign","james","introduction","set","honourable","taken","joseph","tables","table","physicians","subjects","comedy","reign","1774","celebrated","ephemeris"
"82","atlas","scotland","gentleman","cases","including","james","acts","earl","including","principles","garden","near","tate","time","parishes","corrected","embellished","acts","young","1779","repairing"
"83","amending","language","reverend","memoirs","universities","acts","description","richard","american","christian","adventures","third","regis","f.r.s","commissioners","1774","particular","description","kingdom","memoirs","grant"
"84","office","subjects","authors","little","session","description","scotland","liberty","mentioned","easy","thirteenth","poetical","recovery","1777","register","young","heroic","scotland","particularly","hospitals","ships"
"85","continue","corrected","concerning","worship","practical","scotland","language","civil","explanatory","shewing","appeal","ancient","continuing","consisting","passed","kingdom","extensive","language","army","request","annoyances"
"86","removing","1774","modern","execution","navy","language","subjects","companion","considerations","reign","1770","november","spiritual","november","fifth","particularly","methods","corrected","years","thoughts","eighth"
"87","rates","kingdom","theatre","minister","colonies","subjects","corrected","officers","dissertation","james","establishments","sunday","read","psalms","state","lady","college","1774","prefixed","music","justice"
"88","macgowan","particularly","country","father","best","corrected","1774","1777","choice","acts","bells","friend","rector","philosophy","annual","years","means","young","within","whole","george"
"89","publick","lady","appendix","price","college","1774","young","consisting","kings","description","reply","characters","entitled","paving","considerations","prefixed","memoirs","kingdom","revenue","universal","dialogue"
"90","plantations","army","practice","middlesex","lords","young","kingdom","select","causes","scotland","mary","intituled","penalties","1768","plans","within","sermon","particularly","parish","improvements","preservation"
"91","carrying","years","called","college","government","kingdom","particularly","relative","tables","language","formerly","military","south","youth","duties","revenue","bankers","lady","particular","speech","dissenters"
"92","granted","prefixed","eminent","granting","1776","particularly","lady","sermon","house","1774","transactions","life","towards","force","sixth","laws","jones","army","reverend","names","crown"
"93","-the","within","short","sacred","religion","lady","army","better","series","young","east-india","north","october","summoned","explain","parish","system","years","authors","system","level"
"94","trading","revenue","directions","streets","christ","army","years","therein","description","kingdom","smith","dictionary","removing","good","music","particular","american","prefixed","concerning","kalendar","drury-lane"
"95","plays","laws","1775","bible","works","years","prefixed","work","elegant","particularly","fast","academy","chaplain","minister","extensive","gentleman","covent-garden","within","modern","duty","session"
"96","thirteenth","parish","god","gracious","proper","prefixed","within","epistle","drury-lane","lady","agents","poor","preventing","several","manner","reverend","verse","revenue","theatre","chaplain","leases"
"97","ephemeris","particular","places","gentlemen","necessary","within","revenue","others","companion","army","better","robert","liberty","borough","complete","authors","deans","laws","country","intended","barrister"
"98","aldermen","gentleman","last","limited","treatise","revenue","laws","celebrated","consisting","years","beauties","1780","essays","deans","kingdom","concerning","bath","parish","appendix","critical","amending"
"99","stamped","reverend","westminster","sciences","order","laws","parish","1779","kingdom","prefixed","interest","rector","streets","annual","goods","theatre","gardens","particular","practice","gentlemans","south"
"100","decimo","concerning","including","gospel","principal","parish","particular","memoirs","lady","within","buildings","testament","congress","river","mathematical","country","consisting","gentleman","called","f.r.s","anniversary"
